text,valence,arousal
今天講的東西很明確清晰,6.416666666666667,4.071428571428571
希望老師上課的時候可以多分享一些實作上的例子，讓大家稍微提振一下精神,5.25,3.857142857142857
往後在這個領域所花費的時間漸漸縮短，且比較清晰不會過於混亂,6.571428571428571,3.571428571428572
可能是還沒徹底了解，所以上課一知半解,3.0,4.0
真是的! 舊的都還沒學精，現在又要我們學新的，覺得好累,1.928571428571429,6.833333333333333
講得很清楚，圖也畫得很清楚明白，教的真的讚,8.083333333333334,6.928571428571429
稍微對課本所描寫的東西有多一層的認知,6.083333333333333,4.25
今天學到很多充實的小知識,6.083333333333333,3.0
今天老師用超快的速度噴完了這章，而且還勾了好多作業，一整個覺得可怕啊,1.916666666666667,7.6
今天上的課，真的是有點聽不懂啊，需要再好好地加油,3.916666666666667,4.357142857142857
今天課堂時間充實，但講解太快了,5.25,5.25
今天教的覺得有點複雜,3.666666666666667,4.25
老師積極的講課以及專業的知識，讓我大開眼界,7.75,8.0
今天學到了很多的東西，有良好的基礎才能有更好的學習,6.416666666666667,5.416666666666667
今天學習狀況不是很好，需要調整一下,3.416666666666667,3.75
我會盡量努力研讀，提升實力,6.6,4.333333333333333
語氣稍嫌平淡，會使人感到有些昏沉,2.666666666666667,2.25
課堂上的內容大部分都明白,5.5,2.5
目前還不是太熟，有些不是太懂，希望能解釋一下,4.333333333333333,3.214285714285714
我對這門課產生了極大的興致,8.071428571428571,8.083333333333334
經過老師實際例子的講解有比較清楚，練習後希望能更融會貫通,6.0,4.166666666666667
今天講到關於不要退選的事情，讓每個同學瞬間充滿了希望,6.916666666666667,7.5
考試範圍很大，不知道如何開始準備,3.25,3.583333333333333
雖然說課有點趕，有些東西還沒搞得太清楚，但也了解了一些基礎與原理,5.0,3.583333333333333
老師用了很多很有趣的例子來教我們,6.666666666666667,4.5
雖然老師說這些內容其實大同小異，但我都聽不太懂,2.7,4.833333333333333
今天的課讓我不由自主地打瞌睡，導致上課所講的東西沒有吸收到,2.75,3.0
上課內容大致了解，回去會再複習,5.714285714285714,2.416666666666667
今天上的部分我最有興趣的領域，聽老師提到幾個例子，覺得十分新穎,7.75,6.583333333333333
明天就要考試了，希望能及格,4.75,4.916666666666667
今天吸收了不少東西，感覺更加進步,7.071428571428571,6.083333333333333
今天不知道為什麼要趕課，一直跳投影片，都不知道重點在哪,1.75,7.083333333333333
講得很精彩,6.416666666666667,5.25
這次的課程講解特別生動活潑，讓我整堂課都精神飽滿。,7.928571428571429,7.5
今天的課程非常有意思，讓我收益頗多,6.75,5.0
今天課程內容講得很快,4.666666666666667,2.416666666666667
發現了我在課業上有著不小的進步空間，應該去爭取，我會繼續努力學好做好,6.214285714285714,6.083333333333333
有點不熟悉和了解，回家後要好好地複習和練習,4.571428571428571,3.583333333333333
今天教的方法很有用，雖然是很簡單的理論，但是真的能幫到不少忙,6.5,4.583333333333333
上到後來就沒有想上的感覺了,2.357142857142857,2.857142857142857
這次的課讓我學習很多,7.5,4.916666666666667
第一次遇到這種老師，雖然沒有說不好，可是感覺怪怪的,3.75,4.333333333333333
這麼多要學，感覺路太長了，然後學完這些也只是入門而已，未來到底還有多少東西要學呢,3.416666666666667,4.25
今天課程內容種類繁多，一開始真的讓人難以置信,3.571428571428572,6.333333333333333
我發現這個應用非常廣泛，令我印象深刻，也從中獲得很多資訊,7.0,4.285714285714286
今天上到的令我感覺到十分驚奇,6.214285714285714,8.083333333333334
上課還是很常覺得跟不太上,3.333333333333333,3.583333333333333
這幾天盯著自己的成績一直看，盯著書本一直看，上課的時候邊聽邊看，不知不覺今天又上完一個章節了,5.2,3.083333333333333
老師善用舉例解說，感覺自己又了解了一點,6.142857142857143,5.357142857142857
老師很重視與同學的互動,6.357142857142857,4.25
和生活做許多結合，讓我感到興奮不已,8.333333333333334,8.166666666666666
之前沒搞清楚，現在理解上會更困難,3.928571428571428,3.8125
終於沒功課了，好開心喔,7.785714285714286,8.666666666666666
第一次上課覺得自己有待加強,4.0,3.083333333333333
今天上課後我已充分了解了，老師今天的教導讓我獲益良多,7.214285714285714,5.142857142857143
課上的舉例十分生活化，時常不禁一笑，但淺顯易懂可以很快進入狀況。,7.214285714285714,6.083333333333333
對於電腦內的結構和演變過程有了更多的了解,6.083333333333333,2.714285714285714
覺得有點難,3.666666666666667,4.75
課堂中老師舉了許多的例子讓我們去理解其不同之處，今天的課程算蠻有趣的,6.571428571428571,4.833333333333333
今天老師說話特別有趣，可說是目前最有趣的一節,7.5,5.5
好像已經趕不上進度了，速度有點太快，希望進度可以慢一點吧,3.5,5.25
今天老師迅速的上完，較細節部分我還沒搞懂,4.857142857142857,4.416666666666667
老師上課講解很詳細，教得很棒，讚讚讚哦,8.25,7.916666666666667
今天學了一堆，感覺還要回去熟悉一下,4.5,4.583333333333333
老師要我們做報告，我覺得很有意義,6.916666666666667,3.083333333333333
專有名詞聽不太懂，希望可以解釋一下,3.928571428571428,4.333333333333333
無法融會貫通，希望能講慢一點,3.416666666666667,5.166666666666667
希望能稍微放慢一下速度，才有時間消化理解,4.5,2.357142857142857
今天上的內容偏難，需要花更多時間去理解,4.083333333333333,4.214285714285714
今天教的內容感覺很複雜，要好好的學習才能學好,5.083333333333333,4.071428571428571
很多不懂，多做說明會更好,4.166666666666667,3.583333333333333
我依然覺得老師的講課步調很快速，有時候還沒搞清楚裝況，他就已經進入好幾頁之後了,3.0,5.642857142857143
感覺很實用，又很有趣,6.583333333333333,3.5
今天老師講了很多，收獲也很多,6.166666666666667,4.7
今天沒有像之前講的那麼快，講解的速度剛好,5.25,2.416666666666667
以前只是聽過，但不清楚是幹嗎的，經過老師的解說，讓我有了更進一步的理解,6.916666666666667,4.071428571428571
今天講的覺得滿神奇的,6.416666666666667,6.083333333333333
對這門課頗感興趣，如果有實際操作的活動的話，我一定會去旁聽,5.916666666666667,4.75
老師說得不錯，謝謝老師的分享,6.833333333333333,2.916666666666667
今天大家感覺很煩躁，可能是因為考試考不理想吧，感覺沒精神上課,2.142857142857143,2.916666666666667
希望有下課時間，不然下堂課的效益不佳,3.916666666666667,3.916666666666667
不太了解，希望可以再舉一些例子，有助於理解和記憶,4.583333333333333,4.5
這堂課的內容真的令我相當讚嘆,7.4,6.083333333333333
終於開始有點概念了,5.714285714285714,5.071428571428571
只能說是枯燥無味的上了一整節的課,3.0,3.0
一成不變的上課方式，讓我沒有足夠的動力去學習,3.142857142857143,3.25
一開始不太懂，但是在自己思考了一下後，總算弄清楚了，一瞬間覺得超有成就感的,8.333333333333334,6.785714285714286
我覺得想要學好不是那麼簡單，不抱希望了,1.666666666666667,5.714285714285714
透過課本上的範例，讓我更加了解,5.857142857142857,4.071428571428571
必須和前面章節融會貫通，才能對這個領域有更全面性的理解,6.571428571428571,4.75
有點深奧，但是還是勉強吸收,5.166666666666667,3.142857142857143
我只要把基礎做好，慢慢進步就可以了,5.5,2.416666666666667
終於有了解的感覺了，收穫很多,6.333333333333333,4.083333333333333
今天講的內容跟前幾次上課的內容有連貫，所以比較清楚整體上課的內容是什麼,6.666666666666667,3.285714285714286
我覺得上課的內容我很喜歡，這部分以後一定會被廣泛使用,7.583333333333333,5.166666666666667
今天的課程我覺得非常重要，所以希望可以把這些學好,6.416666666666667,5.0
越來越喜歡上這門課了，希望可以把接下來的學好,7.666666666666667,6.833333333333333
今天收穫蠻多的，第一次聽得懂那麼多老師說的,7.166666666666667,6.25
今天前半段的東西還跟得上，可是從後半段到結束都聽不太懂,3.5,3.25
令我感到有些困擾，但是早點接觸也是好事,4.166666666666667,4.083333333333333
剛好我這學期也有修相關的課，所以聽得還蠻熟悉的,6.4,3.916666666666667
今天知道了不少相關的知識，收益良多,6.928571428571429,3.916666666666667
今天聽完覺得越來越進入軌道了呢,6.916666666666667,5.916666666666667
今天的課程讓我大開眼界,5.928571428571429,3.75
雖然這些是之前沒有接觸過的，但感覺上概念大致上都差不多，所以感覺比較容易理解,6.25,3.285714285714286
雖然只有一小時，但我收穫很多,6.166666666666667,4.166666666666667
初次學到這方面的知識，感覺蠻重要的,5.916666666666667,3.25
對課程有清楚概要的說明，也鼓勵我們多去嘗試透過這些不同的方法來提升自我的能力,7.142857142857143,3.25
最近上課速度都用飆的，而且還不準時下課,2.071428571428572,7.714285714285714
課堂中，老師用了很多簡單的例子教導我們，感覺到了老師的用心。,6.7,4.928571428571429
表面非常簡單但內裡十分複雜,4.25,3.166666666666667
聽老師講其實沒太大問題,5.0,2.714285714285714
直到今天我才真正了解更詳細的用法,5.8,3.083333333333333
老師運用生動的比喻，具體描述了箇中差異,7.5,4.142857142857143
就算很努力看懂題目了 還是很無力的感覺,2.5,4.333333333333333
得到這樣的評語令人無法接受，太傷人了,1.166666666666667,8.214285714285714
上課進度太趕了，很多東西不清楚,3.357142857142857,4.25
介紹詳細，可以和以前認識的內容融會貫通,6.5,3.642857142857143
雖然探討了很深，但很多我沒有好好聽懂，回去要再看書惡補一下,4.25,4.357142857142857
有些題目好深奧難懂，希望上課可以講解一些比較難的習題,4.357142857142857,4.833333333333333
今天的課對於日後的工作很有幫助,7.214285714285714,3.833333333333333
今天收益良多，學到很多平時無法聽到的,6.833333333333333,5.166666666666667
今天有被點到問問題，跟老師有點互動，更能了解上課的內容,5.5,3.357142857142857
覺得獲益良多！,7.583333333333333,5.75
因為昨天比較晚睡，今天好幾次都不小心恍神，漏了不少東西,4.0,2.666666666666667
今天了解到很多問題，覺得非常有趣,7.083333333333333,5.642857142857143
今天講解的速度比較慢，比較能有時間消化，好好理解,6.0,4.083333333333333
白板上的字有點亂看不太清楚,3.928571428571428,3.833333333333333
課程內容有趣，有助於了解未來的方向,6.25,2.833333333333333
今天有點難懂，可能要再多讀一下,2.916666666666667,3.857142857142857
教的超讚，讚起來讚起來,8.333333333333334,8.333333333333334
今天提早下課比較輕鬆，不會那麼緊繃，謝謝體諒我們,6.785714285714286,5.142857142857143
先前的部分我還是很不熟，仍需多加研讀,4.416666666666667,3.785714285714286
今天的課程內容令人覺得很厲害來著，不過有些原理還是不太懂,4.833333333333333,4.75
有些不是很了解，回去會認真看課本的,4.5,4.583333333333333
有些字太潦草，看不懂內容，有點難，其他還好,3.916666666666667,2.5
今天讓我印象最深刻的大概是有些平常常常看到但是卻不了解其意思，今天得以了解,6.428571428571429,4.166666666666667
課程中有許多有趣的議題讓我們思考，相當有趣,6.666666666666667,6.5
今天掌握了更多的知識，獲益良多,7.333333333333333,4.083333333333333
感覺學到了好多東西,6.666666666666667,4.428571428571429
課程上的內容不容易了解，希望能有更多的說明講解內容,3.785714285714286,2.666666666666667
知道了很多的知識,5.928571428571429,2.857142857142857
今天我更加專注於課堂，發現比之前更了解了,6.75,6.833333333333333
我好像有點感冒，所以提不太起精神,3.428571428571428,2.833333333333333
我喜歡今天上課的內容因為比較貼近生活,7.285714285714286,5.357142857142857
今天講到我最有興趣的部分，尤其是最後一段最讓我興奮,7.666666666666667,7.666666666666667
今天舉到的例子都十分生活化，讓我們理解其中的應用，並且更加有印象,6.416666666666667,5.666666666666667
若能做出這個專題，會有多炫阿,7.142857142857143,7.166666666666667
由於自身的專業詞彙不足，課堂中常聽到一些陌生的術語，無法及時反應,3.666666666666667,5.833333333333333
讓我對於計算過程更清楚明瞭,6.416666666666667,3.928571428571428
覺得回來要好好複習了，謝謝老師的教導,6.333333333333333,4.214285714285714
好像還沒完全搞懂，需要回家複習一下,5.083333333333333,3.416666666666667
今天很想睡，並沒有聽到什麼內容,3.25,2.642857142857143
只要把原理弄懂，其他再慢慢學習即可,5.5,3.071428571428572
課本配老師的講解比較能掌握重點,5.142857142857143,1.857142857142857
要考試了，最近要努力複習,5.916666666666667,4.333333333333333
今天的課比較不感興趣,3.166666666666667,2.333333333333333
上課很有趣，收穫很多，讚讚，多多充實自己,7.333333333333333,4.75
有大略的去做了解，不過它的運作原理還是讓我有些頭疼,4.142857142857143,5.333333333333333
聽到要考難一點時，有種「完蛋了!」的感覺,3.5,7.0
這次設定的目標很難達成，幾乎是不可能,2.166666666666667,6.583333333333333
今天收穫很多,6.416666666666667,2.583333333333333
老師今天上課很幽默，所以上課比較跟得上,6.083333333333333,4.5
以前只有一個模糊的概念，今天第一次真正理解,7.071428571428571,5.416666666666667
做了很久的作品，老師只看了30秒就否定了，心情很難過,1.571428571428571,7.166666666666667
我覺得今天學到很多東西,6.285714285714286,4.583333333333333
幾乎都聽得懂老師的話，也覺得課程內容很有趣,7.3,5.142857142857143
今天的課程，雖然都聽不太懂，但我會努力去學的,5.083333333333333,5.0
複習了之前的概念，感覺有學到東西,6.333333333333333,4.785714285714286
教得很棒，讚讚,8.0,4.0
今天上課內容還不錯,6.428571428571429,4.0
今天上課進度很多，步調十分快速，我也聽不太懂，希望自己能繼快跟上步調,4.214285714285714,3.357142857142857
因為沒有舉例，所有聽起來很抽象,3.666666666666667,4.166666666666667
這部分只要記一下就都會了,5.5,4.583333333333333
今天上課的東西還記憶猶新，讓我聽得很有興趣,6.714285714285714,3.5
今天講課的內容，比以前更容易讓人理解了些,5.916666666666667,4.666666666666667
今天老師叫我們回去多看看補充資料，有種充實的感覺,7.142857142857143,3.571428571428572
這次上課一點也不有趣，讓人想打瞌睡,2.75,3.166666666666667
看似很複雜，但是老師一步一步的講解過後，最後才將全部拚湊起來 讓我更容易理解,5.916666666666667,3.5
對於課程內容有了相當大的認識,6.583333333333333,4.214285714285714
今天教得很多都聽不懂，需要去猜它的意思,3.916666666666667,3.083333333333333
今天所教的內容自己並不是相當清楚,3.5,3.428571428571428
今天所學對我有很大的助益，不過還是需要花許多時間理解,5.75,5.416666666666667
有畫圖解說算是蠻清楚的,6.75,3.5
覺得老師上課很用心，而且有趣生動活撥,7.0,4.0
今天的課讓我相當有感觸,6.2,4.416666666666667
上課東西累積到現在好多，好累,1.916666666666667,4.428571428571429
感覺正在接近課程的核心，有好多是一時難以理解的,4.416666666666667,4.416666666666667
我會再多花一點時間去學習，老師很厲害,6.166666666666667,5.5
這堂課讓我們知道一些有趣的小故事,5.857142857142857,3.916666666666667
白板字太小又暗，看不到,3.083333333333333,4.666666666666667
有些名詞不知道是甚麼意思,3.5,3.833333333333333
這次上完以後，讓我下定決心學習，努力提升我的實力,6.6,5.071428571428571
聽得還可以，可是有些比較艱深的不懂,4.6,4.071428571428571
目前最大的問題依然是我在課堂上不專心,3.083333333333333,3.428571428571428
我覺得這次的功課還有作業有點密集,4.083333333333333,4.571428571428571
難到快炸掉了，根本快聽不懂，無法理解,1.25,8.583333333333334
可以了解技術的演變，也對整個的架構更清楚了,6.583333333333333,5.25
今天的內容比較淺顯易懂，比起上次能懂得多,5.916666666666667,4.071428571428571
覺得很有趣，比起專業的部分好懂多了,6.571428571428571,6.083333333333333
今天所教的對於我來說是比較新的東西，非常實用,6.785714285714286,4.5
了解能如何運用在現實，蠻有趣的,6.214285714285714,4.428571428571429
課程一開始比較煩躁乏味,3.333333333333333,2.916666666666667
老師講了些應用，增加了我對這方面的認知,6.833333333333333,3.928571428571428
今天教的我還沒辦法完全理解,3.416666666666667,4.357142857142857
感覺跟昨天上的差不多，大致上是更細部的說明,5.1,2.214285714285714
今天老師教得很生動，使我獲益良多,7.166666666666667,5.5
真的是讓我打開眼界，雖然有些還蠻想學的，但是要花好多時間去學啊,5.666666666666667,5.916666666666667
雖然有些術語不太懂意思，但是對過程更加瞭解,5.857142857142857,3.5
還是看不懂老師的字，實在太潦草了,2.875,5.142857142857143
我覺得很有趣，不過要運用自如好像沒有這麼簡單，不過我還是會努力去學習,6.142857142857143,5.571428571428571
教得蠻完整的，回去不用複習太久,6.142857142857143,2.916666666666667
希望不要有考古題這種東西，真的很不公平,2.428571428571428,6.0
準備很久還考成這樣，快崩潰了,1.214285714285714,8.416666666666666
今天因為要考試，所以有點心不在焉,3.916666666666667,3.5
透過今天的課程，有了進一步的認識，之前的疑惑亦解開了，更加明白用法了,7.285714285714286,6.666666666666667
老師有時候講到一半會突然講另一個東西，讓我頭腦一時轉不過來,4.0,4.5
課本上的習題過於困難，同學們互相討論也不會寫，希望老師上課時能提示一下,3.857142857142857,5.416666666666667
一整堂都講課本真的還滿容易恍神的,3.0,3.166666666666667
今天終於放慢速度上課了，但我還是聽不懂，我很擔心我的期中考怎麼辦,2.416666666666667,6.714285714285714
今天上的也是頗精彩的,6.928571428571429,5.214285714285714
老師字寫得太草，抄筆記有點困難,3.3,3.916666666666667
在課程中舉的例子有些複雜，不過蠻吸引人的,5.583333333333333,4.416666666666667
上網找了很多答案，覺得有增加自己找答案的技巧了,7.5,4.166666666666667
今天的上課內容我很有興趣,6.75,5.666666666666667
慢慢理解如何運用在生活中了,5.25,2.785714285714286
專業部分稍微吃力，但還能跟上課程,4.5,4.916666666666667
這堂課對生活上有一定的幫助,6.416666666666667,4.833333333333333
希望老師可以多帶我們課本的東西，好讓我們能從課本學到更多內容,5.5,4.928571428571429
今天精神不濟，下堂課會更專心一點,4.357142857142857,5.0
終於教完了，但教的有點快,4.166666666666667,3.333333333333333
重複的講解讓我印象深刻，最後彙整的表格更是讓我能更進一步了解今日的上課內容,6.166666666666667,5.416666666666667
希望老師可以多作一些解釋，不然像我這種比較不熟的人會反應不過來愣在那邊,3.857142857142857,4.9
把這科學好就可以有好的工作了,5.833333333333333,4.214285714285714
老師講得很有脈絡，感到收穫滿滿,7.083333333333333,6.0
對於課程內容還不太熟悉,3.916666666666667,4.75
要花上很長時間才能理解，常常事倍功半,3.416666666666667,4.071428571428571
真的很難，許多部份都還不是很清楚,3.416666666666667,4.428571428571429
今天的課程更加的讓我了解到相關內容,6.083333333333333,3.785714285714286
老師說得好好，受益良多,6.916666666666667,3.416666666666667
今天獲得了許多知識，十分滿足,7.0,4.083333333333333
跟不上，有種想要放棄的感覺,2.1875,4.642857142857143
大致都聽的懂，收穫滿多的,6.142857142857143,3.714285714285714
今天上的感覺比較難,3.785714285714286,3.0
這章很快講完了，不過有些地方還是不太懂,3.916666666666667,4.333333333333333
今天的氣氛真的是很想睡覺，但是因為太重要了，所以不能睡下去,5.1,3.083333333333333
麥克風的雜音讓人覺得心情浮躁，上課效果不顯著,3.083333333333333,4.571428571428571
今天重新刷新了我的認知,5.357142857142857,4.916666666666667
今天老師看我們課後有考試，所以提早下課、說再上下去也沒意思,4.25,3.428571428571428
我從老師身上學了很多的知識,6.416666666666667,3.0
如果老師不要一直撈叨的話會更好,3.642857142857143,4.7
今天還可以，意外蠻好玩的,6.666666666666667,6.166666666666667
聽到下禮拜要考試時，就覺得超緊張的，超怕會寫不出來,3.916666666666667,6.714285714285714
利用上課教得內容，可以容易發現問題所在，今天上課蠻有趣的,6.75,5.357142857142857
今日的板書比較清晰，字體稍嫌潦草但可接受,4.5,2.416666666666667
今天老師的腳步一如往常的快速,5.1,3.214285714285714
聽不清楚在說甚麼,3.142857142857143,3.642857142857143
對於上課內容有點不太了解,4.166666666666667,2.0
今天學了很多實際應用的例子，很實用,6.916666666666667,5.583333333333333
這塊就讓我煩惱很久！而今天終於有所了解了,6.5,7.916666666666667
今天學得東西需要強大的邏輯推理能力，但我覺得還蠻有趣的,6.333333333333333,4.428571428571429
上課都半懂半懂 需要一直查東西,3.071428571428572,5.666666666666667
學習了很多基本概念，使我更容易去預習下一章,6.0,5.071428571428571
整體而言還算不錯，期待下一節課,6.833333333333333,4.583333333333333
這部分我比較聽得懂，也比較有興趣聽,6.785714285714286,3.857142857142857
我覺得今天的課讓我更充實了,6.285714285714286,3.571428571428572
上禮拜沒有認真聽，這次感受到有老師講解的好處，以後還會繼續努力,5.333333333333333,4.0
白板字也有點看不到，不過還跟得上,4.75,3.75
老師人很好，時常關切每一位同學的上課狀況,6.333333333333333,3.428571428571428
進入重點章節了，覺得有點緊張,5.083333333333333,4.571428571428571
今天聽的東西很有趣比較貼近生活,6.875,4.142857142857143
課程接近尾聲，已經沒什麼好期待了,1.666666666666667,2.166666666666667
覺得跟生活比較接近的應用比較有趣,5.785714285714286,3.0
今天上課我終於聽懂老師在說什麼了，然後真慶幸今天我有帶課本,7.583333333333333,6.5
今天教的不多，不過也學到了一些東西,5.5,2.75
看似簡單，裡面竟然蘊含這麼多技術，真是太神奇又令人敬佩了,8.071428571428571,8.833333333333334
學習所獲得的這些經驗、訊息相信對未來一定有幫助,6.083333333333333,3.666666666666667
上課精神頗好，收穫很多，學了很多知識,8.666666666666666,5.416666666666667
許多主重要的點都沒有強調，常常直接帶過,2.357142857142857,4.583333333333333
看來要更加努力的學好，才能成為舉一反三的人才,5.583333333333333,6.083333333333333
進度有點快  或許是這章比較少的關係,4.083333333333333,4.214285714285714
上課時老師善用舉例，讓我有更具體的思考邏輯，對於整個架構也比較了解,7.0,6.916666666666667
這次學到很多，講的易懂明瞭,6.785714285714286,3.857142857142857
今天上課一樣吸收到很多,6.083333333333333,3.333333333333333
今天知道成績，發現不太理想，還要再加油,3.916666666666667,4.5
我今天上得很開心,6.916666666666667,5.0
雖然學過，不過依舊十分有趣,6.5,5.071428571428571
希望畢業前能學會至少三種語言，感覺比較厲害，哈哈,5.666666666666667,5.714285714285714
我對這方面超感興趣的，而今天上課有談到，我覺得很好,8.5,7.833333333333333
要學習新工具了，感覺很新鮮,6.428571428571429,4.833333333333333
跟之前的前幾堂課不一樣，今天的課程我非常喜歡,7.357142857142857,4.714285714285714
今天上課超專心的，學到了很多東西，感覺開心,8.166666666666666,6.357142857142857
今天沒有甚麼心情上課,2.428571428571428,2.833333333333333
有複習昨天教的內容，加深印象,5.916666666666667,3.0
這次課堂的內容聽懂部份較多，吸收較多不同的內容,6.333333333333333,4.75
今天教的內容讓我有點概念，很不錯,6.416666666666667,4.916666666666667
今天上的有夠快，根本沒教到重點，完全離題,2.416666666666667,6.416666666666667
今天教得好快喔，一下子就教完了,4.75,4.1
對我未來的就業很有幫助，也希望我可以學習如何使用這些工具在我的生活上,6.0,4.833333333333333
對整體架構有了更進一步的了解,5.928571428571429,2.875
老師教的脈絡很清晰，而且很有個性,6.166666666666667,4.642857142857143
吸收了一些相關知識，收穫良多,6.25,3.916666666666667
內容有趣，例子生動，獲益良多,7.142857142857143,3.1
今天教的真的很棒，我覺得我會學以致用,8.75,6.142857142857143
老師的標準頗高，怎麼追也追不上，很難受,2.0,3.083333333333333
有難度,4.214285714285714,2.357142857142857
講師帶給我們這麼多有趣的應用，讓我們躍躍欲試，也激發了我們今後自主學習的興趣,8.833333333333334,6.928571428571429
上老師的課覺得學到很多東西,7.0,4.0
雖然聽得懂，但是要完全的理解授課內容還是需要再複習幾遍,5.142857142857143,4.0
今天上完，也是學到很多啊,6.714285714285714,4.857142857142857
還行，跟得上,5.083333333333333,2.25
今天的課程較難明白,4.285714285714286,4.583333333333333
這次的考試範圍有點重，有太多東西都是我們以前沒有碰過的領域，需要花時間多多著墨才可以稍稍掌握,5.583333333333333,4.142857142857143
老師詳細的解說讓我們了解課程的重要性,6.333333333333333,3.0
這堂課感覺提到了更多我們可以實際運用的例子，也有漸漸跟之後課程接軌的感覺,6.5,4.166666666666667
教得非常之好，今天的課程真的很棒,8.25,6.357142857142857
老師很多都只是帶過去而已，不是很清楚了解在講什麼,3.285714285714286,4.583333333333333
快上完了，寒假快要來臨拉，異常興奮,5.357142857142857,5.428571428571429
最近的課我都有聽沒懂,2.714285714285714,4.5
對下周的小考感到擔憂,3.285714285714286,5.75
越來越跟得上了，越來越能理解,6.5,5.25
老師的提醒有助於我找出學習的漏洞,5.5,3.571428571428572
考試過後，我更深刻體會到熟讀課本的重要性,5.571428571428571,4.333333333333333
對於原本不了解的有了更新的了解,6.0,4.25
才剛開始上課，所以對於這門課要學的東西還有些生疏,4.5,2.0
我似乎沒有很準確地抓住重點，所以有點聽不懂,4.0,3.2
對課程內容有了更深的了解，覺得學到很多,6.75,4.916666666666667
今天上的聽不太懂，大概是昨天上的尚未理解清楚的緣故,4.214285714285714,2.416666666666667
講了很多之前沒接觸的東西,6.0,3.083333333333333
老師今天心情感覺很好，哈哈哈,7.214285714285714,6.25
大概能了解，但還是想更了解裡面的處理過程,4.9,4.0
這堂課大大增加我的認知,6.571428571428571,5.0
今天聽說又多了一個報告，報告那麼多，真的可以做完嗎，而且都不太懂呢,2.166666666666667,6.583333333333333
感覺得回去自己看書才能完整了解,4.916666666666667,2.8
並無感覺太大困難之處,4.916666666666667,2.785714285714286
以前就有聽過一滴滴概念，所以對今天的內容不是非常陌生,5.785714285714286,2.666666666666667
今天教的讓我感到十分新鮮，有種原來如此的感覺,6.833333333333333,5.0
課程內容大致上還能理解,5.428571428571429,3.0
本來還不熟悉，上了今天的課之後有比較了解，但還是需要時間理解,5.25,3.857142857142857
聽了許多課外的補充，覺得收穫很多,7.142857142857143,4.642857142857143
今天講得比較快，還沒消化完,3.7,3.333333333333333
越來越聽得懂老師教什麼了,6.428571428571429,5.0
大致都可以懂，只是速度稍微快了點,5.333333333333333,3.214285714285714
今天教的對我們來說是不可或缺的，我們經常需要使用它,5.666666666666667,3.5
今天好累喔,2.642857142857143,4.5
今天的課比較容易聽，比較好理解，這堂課我真的學到了很多的東西,7.571428571428571,5.4
老師在講課時還蠻詳盡的,6.666666666666667,2.428571428571428
聽不清楚，有些地方會漏掉,2.916666666666667,3.928571428571428
老師生動的講解，讓我有了更深入的理解,7.071428571428571,4.785714285714286
只是稍微了解而已，還是不太理解這章的內容大綱,4.333333333333333,3.5
嚴厲的教學風格雖然讓我們感到不悅，但是我相信未來一定有幫助,4.666666666666667,4.071428571428571
