id,granularity,text,valence,arousal
reflection_01896,reflection,現在回想起來，覺得很對不起奶奶，對不起讓她動了手術、用呼吸器把她拖住，錯過了讓她離開的時間，現在每次看她躺在那邊，真的很令我難過，我只能祈禱，不要讓她再受苦了。,3.5,5.25
sentence_01222,sentence,譬如酒駕騎車摔水溝昏迷,4.0,4.0
sentence_01563,sentence,必須是全面的系統的改革和改進,6.667,4.333
reflection_00917,reflection,描述事件－具體發生了什麼事一位93歲女性個案，此次主要是因為COVID-19引起心衰竭以及慢性腎臟病的急性惡化，住院途中又發生NSTEMI，感染敗血性休克併發呼吸衰竭使用呼吸器，隨著病程進展，腎臟功能逐漸惡化也有在洗腎，而意識狀態從收入MICU以來一直都不好。,3.7,3.1
sentence_00805,sentence,也社交障礙不敢主動詢問,3.0,4.6
reflection_00971,reflection,可以怎麼做給家屬時間沉澱情緒並消化資訊聽到媽媽有機會可以脫離呼吸器並拔管，女兒當下的情緒想必是非常激動的。,4.875,7.5
reflection_02150,reflection,描述事件病患於06/08於本院接受內視鏡膽囊切除術，並於06/10出院，06/11因為發燒肚子痛，返回本院急診就診，並且再入院。,4.1,1.875
reflection_02095,reflection,因此，對她來說若手術能縮短、用先進科技、補充營養，就是她想確保的事情。,4.625,3.375
edu2021_01046,edu2021,在今天的課程中學到的東西，在日後有莫大的幫助，可以提升自己在職場上的競爭力,7.857142857142857,6.583333333333333
edu2021_01285,edu2021,今天老師講解後才終於了解了，感覺今天很充實,6.75,5.25
edu2021_00199,edu2021,我覺得今天學到很多東西,6.285714285714286,4.583333333333333
reflection_00800,reflection,透過這樣的解釋病人家屬有稍微比較理解一些，不過我們還沒有辦法與他們提及關於拔管、氣切等議題，原因是因為他們也還沒有準備好去接受未來可能要走長期照護這個氣切的這個部分，所以我們給予他們時間讓他們回家去討論、去決定一個他們認為對爸爸比較好的臨終方式,2.8,2.625
reflection_01194,reflection,她擔心兄長無依無靠，即便做了氣切，身旁也沒有親人有能力長期進行照護。,3.25,4.75
edu2021_00627,edu2021,對今天老師講的有點半信半疑的感覺,2.833333333333333,5.0
sentence_01631,sentence,讚揚臺灣是民主典範,7.0,6.0
sentence_01984,sentence,而高處有人唱起歌來,5.8,5.75
edu2021_01378,edu2021,這課聽起來真的是想當有趣呢,6.928571428571429,5.642857142857143
text_01866,text,陳沖說，希望透過推動自由經濟示範區，放寬國內市場投資限制、調適相關法規，營造良好投資環境，藉以創造我國參與區域經濟整合（例如洽籤雙邊經濟合作協定、加入TPP及RCEP）之條件，並有效提高國家競爭力。,5.875,5.333
text_01852,text,身兼國民黨主席的馬英九在主持中山會報時表示，國營事業有的處在獨佔或寡佔市場，有的則須面對自由競爭，情況不盡相同。,4.889,4.625
text_01640,text,國內酒駕肇事頻傳，馬英九總統昨與道路安全、反酒駕團體座談時撂重話，要求警方只要攔檢酒駕者超過酒測標準，就要立刻移送，讓酒駕者最多失去廿四小時自由，「現在就可以做」。,4.333,5.143
text_01041,text,佔地盤圍事販毒討債魏懷良涉嫌指揮手下佔地盤圍事、販毒、經營地下錢莊與職棒簽賭來賺錢，也曾代人出頭，向龜山鄉一處工廠索討3000萬元的債務，對方還不出錢，就派手下圍廠，限制員工進出。,3.25,3.857
reflection_00678,reflection,你的感受為何看到病人身上一條條管路，以及無力仍試圖移動的手，當下其實有些難過，也感到十分同情。,2.0,6.0
reflection_02061,reflection,難道只因成功延續生命的機率渺茫，無價的生命時光就頓時不值得一搏了嗎？,4.5,3.125
sentence_01120,sentence,已經快頂住高壓線塔了麼,4.5,4.0
edu2021_00311,edu2021,上課精神頗好，收穫很多，學了很多知識,8.666666666666666,5.416666666666667
text_00833,text,使用房間電腦會收使用費，不過上網是免費的，速度也很快。,6.556,4.429
edu2021_01339,edu2021,聽著老師一步一步介紹，著實感到有趣,6.714285714285714,4.75
edu2021_00878,edu2021,今天上的部分大多是應用方面，了解起來比較容易,6.166666666666667,3.642857142857143
sentence_01854,sentence,在擁擠的樣板中,4.5,5.0
reflection_01615,reflection,你可以怎麼做？了解堅持的原因因為他會如此的堅持要用靜和的藥一定有背後的原因，詳細追問之下發現病患已由哥哥照護25年有餘，期間也有試過高醫開的藥，但一吃馬上病況就不受控制，反而是靜和的藥效果很好，因此才會覺得靜和的藥物對他弟弟來說是非常重要的，並不能夠隨意停藥。,4.25,3.6
text_01951,text,阿富汗母親：「我們沒有足夠食物，有時候孩子什麼都沒得吃，如果我丈夫有工作，就可以有食物，如果沒有，大家都得捱餓。,2.875,5.0
reflection_01782,reflection,你的感受如何對於這個情形，是令人感到難過的，不僅僅在於病人的年紀相對年輕，也在於病情的惡化來的太突然， 即便病人對自己的狀況有一定的了解，但是如果沒有明白地講出來或許還能堅持住，對於家屬的不捨與擔憂，是能夠體會與理解的。,2.75,4.5
text_02653,text,不是貿易爭端，而是科技誰領導的爭端，但是也沒有用戰爭解決未來誰是領袖的可能，因為兩個國家軍事力量不允許。,4.333,4.444
text_00409,text,安全配備很重要但駕駛方式，行為也同樣重要影片中那位車主完全沒注意前方路況幾乎快撞到了才踩煞車切到右線還好當時右線沒有車不然被他撞到還真衰安全配備是輔助不要以為防彈車多安全它只能讓你躲過前波攻擊你還得想辦法駛離現場否則一樣掛點懂嗎?,4.857,5.714
text_00073,text,瀏覽了Air夫婦的網站，看到“壞脾氣/愛吃不吃***”時覺得好可愛。,6.111,4.5
edu2021_00772,edu2021,今天上了未來科技可能會發生的事，讓人感到十分興奮,8.333333333333334,8.083333333333334
text_02587,text,賭王四太樑安琪向來與仔女感情深厚，公務繁忙的她早前與仔女影親子寫真賀母親節，其中大女何超盈更專程由美國回港慶祝，還趁機宣佈佗B女，認真雙喜臨門！,6.429,5.571
text_00853,text,另外散熱也很好，沒有傳說中的那麼差，看來需要親自體驗才知道。,5.889,4.571
text_01415,text,正修科大電子工程所副教授施鬆村研發的「人體穴道診療保健裝置」，以探針或貼片尋找人體穴位，並根據信號判斷人體器官是否健康，也可利用變動音頻脈衝，進行類似鍼灸的電療保健效果。,5.25,4.0
edu2021_00785,edu2021,還是需要很多時間去熟悉,3.916666666666667,2.75
edu2021_01050,edu2021,希望老師能多加解釋，不讓同學們失去學習的熱忱,4.142857142857143,4.5
sentence_00237,sentence,狗老闆日復一日讓我們小輩無節制加班,2.5,7.0
reflection_01655,reflection,在這個過程中，我覺得我是初次正式理解到了在短暫時間中病況快速變化時，提供確實的資訊並安撫家屬的情緒是多重要多需要練習的一件事情，兼具理性的選項提供與感性的情感支持，除了醫師外整個團隊都必須合作完成這件事。,6.0,3.25
edu2021_00181,edu2021,若能做出這個專題，會有多炫阿,7.142857142857143,7.166666666666667
edu2021_00403,edu2021,老師的知識很豐富，上課語調抑揚頓挫，同學精神飽滿,8.75,4.166666666666667
text_01632,text,疾病管制局副局長施文儀日前在臉書上質疑美國免籤，並反對陸生納入健保政策，引起外界非議。,3.9,4.625
reflection_01509,reflection,"當下我想要很明確的告訴他們媽媽的生命真的是來到一個盡頭了,即使沒有人願意看到如此的景況,但事實就是他的五大生命系統都在逐漸地衰退中,即使很捨不得也必須要做一些準備道別,因為繼續治療下去,沒有見到成效而且說實在話對醫療資源也是一種浪費。",3.375,5.4
text_00589,text,房間有點舊了，但還算整潔，水有點黃，建議多帶點瓶裝水飲用，環境不錯。,6.0,3.0
sentence_01513,sentence,有些聊天真的是需要耐心,4.0,4.667
reflection_00749,reflection,另外還嘗試讓病人SBT(Spontaneous breathing trial) 就會非常agitation和tachypnea，最終依賴bipap 使用。,5.0,3.9
edu2021_00268,edu2021,老師講得很有脈絡，感到收穫滿滿,7.083333333333333,6.0
text_01688,text,哈哈哈很好笑因為你可能要先檢舉facebook只能點讚不能點幹!我覺得大家知所以會覺得政黑很溫暖其實重點不在於能不能噓文重點還是政黑在推文不會無腦嗆當然除了吱吱先嗆的情形之外吱吱如果覺得數字版伏冒板很棒很自由請你們去查一查什麼叫作沉默螺旋理論什麼叫作言語霸淩不要你們覺得你們很理性很正義在我看來反而覺得愚蠢,3.25,6.0
sentence_00051,sentence,的群嘲仇恨給拉走,3.4,4.8
sentence_01490,sentence,也不像秋雨那樣的纏綿,5.0,2.75
text_00086,text,我決定把這本書借她看看，讓她覺悟，讓她陰暗的心裏面重見陽光。,6.444,5.875
reflection_00194,reflection,"另外,在平常和病人以及家屬的溝通非常重要,在病人住院後情況相對還較穩定時就先跟病人和家屬針對DNR進行討論,甚至可以在更早以前,病人仍清醒時就先請病人和屬討論好緊急狀況下是否進行急救,若能先達成共識並做好心理準備,對三方來說都能減少壓力和痛苦。",5.3,5.375
reflection_00495,reflection,在知道家屬當下的回覆後，我感到不太理解。,4.25,2.5
edu2021_01141,edu2021,有點吃不消呢，希望看書能看懂,2.666666666666667,3.166666666666667
sentence_02119,sentence,種種人格上的控訴,3.0,4.0
text_02346,text,值友9164898929結實耐用，讓貓咪玩的更歡樂~天貓精選實付5.9元包郵，近期好價，感興趣的值友不要錯過哦~,6.0,5.0
text_00391,text,而我純粹以一個看不慣的路人的角色在發言，我不認識樓主，但願意幫他說句公道話。,5.143,5.143
edu2021_00084,edu2021,和生活做許多結合，讓我感到興奮不已,8.333333333333334,8.166666666666666
sentence_00073,sentence,不論是孤獨地走著還是結伴同行,5.0,2.333
reflection_02203,reflection,2. 你的感受為何（使用情緒詞彙）當下感到不耐煩與不能理解不耐煩及不能理解，原因是因為每天查房時，老師都有強調，已經有根據影像學判斷、跟神經科醫師討論過，病人要恢復意識的機會很低。,4.125,4.5
edu2021_01592,edu2021,老師幽默風趣引發學習的心,6.333333333333333,4.083333333333333
reflection_01898,reflection,我會有這樣的推斷，是因為我的奶奶也是類似情況，奶奶的身體除了高血壓以外，其他一切健康，某天卻突然腦出血昏迷，經過開刀後至今仍然沒有清醒，事情發生的當時，我完全無法接受奶奶就這樣突然倒下、無法想像她再也沒辦法與我們對話，當時只希望她可以趕快好起來，於是決定要開刀，等待她醒過來。,3.0,6.75
sentence_00989,sentence,和偽造的反猶太主義傳教士和武器人,3.667,4.333
text_01653,text,謝長廷表示，馬英九與其透過駐英代表澄清文章，更應該要用行動做更好的政績，讓全民擁戴，便是最好的。,6.111,5.667
edu2021_01265,edu2021,今天講的我特別有感覺，因為我高中就有做這個的相關研究,6.666666666666667,3.857142857142857
reflection_00771,reflection,"狀況很差,預期即使氣切仍需長期臥床等病人,即使氣切也無法提升生活品質,醫師是不會建議氣切。",3.8,3.6
edu2021_01335,edu2021,雖然之前有上過類似的課程， 但還是很不在行,3.583333333333333,4.666666666666667
edu2021_01474,edu2021,希望能學習的較好,6.0,1.583333333333333
edu2021_00179,edu2021,今天講到我最有興趣的部分，尤其是最後一段最讓我興奮,7.666666666666667,7.666666666666667
reflection_02063,reflection,又況且，在加護病房與安寧病房總是不乏逆科學的奇聞軼識；如果一味地說服妻子放棄手術，會不會讓留在人世更久的人更加痛苦——帶著遺憾一輩子苦惱，若當初開刀，會不會有奇蹟？,3.75,5.625
edu2021_00240,edu2021,今天老師教得很生動，使我獲益良多,7.166666666666667,5.5
edu2021_01504,edu2021,都還沒搞清楚，只能回家自己慢慢看了,3.75,5.666666666666667
reflection_01494,reflection,之前聽過一位前輩說:「在面對生命終點的病人或家屬，即使真的無能為力，我都還是會問一句:還有什麼我可以幫忙的地方嗎?,5.2,2.875
edu2021_00471,edu2021,最近無心上課，所以發現有許多不會也不懂的地方,2.416666666666667,2.571428571428572
sentence_00681,sentence,這樣的詮釋有點太過神奇,5.667,5.5
reflection_01191,reflection,皆二連三家人重病，不怪她幾近崩潰。,3.0,5.8
reflection_01002,reflection,剩餘病人和家屬之間的狀況等明瞭時再想辦法協調，在這之前先把當下能做的處置做好。,5.625,2.75
text_00013,text,不過，很滿足，平淡才最真實~~,5.625,4.857
edu2021_00927,edu2021,講解入微 使我能夠深刻了解運作方式,6.0,3.25
text_02572,text,隨後聯想集團董事長兼執行長楊元慶又在2019年聯想供應商大會上發表了演講，他在隨後接受鳳凰網科技採訪時談到了最近對於聯想的抹黑和無端造謠。,4.571,3.333
reflection_02389,reflection,同時隨著時間過去，心裡也開始有些緊張了起來，除了病人還沒有回復之外，也沒有看到電擊和插管的動作。,4.25,6.25
edu2021_00904,edu2021,有許多地方不太懂，進度十分快速,3.583333333333333,4.583333333333333
sentence_02523,sentence,活得這麼直線真是羨煞人也,6.6,5.25
reflection_01986,reflection,那是隔壁床的病人，是更早來到加護病房的訪客──一般來說，這意味著更渺茫的機會。,4.0,3.9
text_02823,text,天貓此款目前售價2209.01元，待6月1日0-2點下單立減551元，到手價1653元包郵，直降好價，預定有禮品，需要的值友可關注~,6.286,4.5
text_01061,text,長榮航空總經理鄭傳義表示：「我們很高興民航局再次肯定了長榮航空過去一年的表現。,6.778,5.0
text_01057,text,常在臉書上發佈美照的網友小魚說，希望大家不只能注意到自己的照片，也能注意到文章。,4.889,4.444
reflection_01657,reflection,我的不安或許來自於對病人狀況的無能為力、以及對有時無法立即跟家屬溝通的不踏實感，也許也有點害怕糾紛的產生。,3.875,5.2
sentence_00653,sentence,根本意圖使人破戒,3.0,6.5
reflection_02388,reflection,學長姐們很平穩的給予藥和氧氣，同時也在詢問這兩個小時間是否有發生甚麼事情和DNR的部分，最後病人很平靜的離開。,4.625,3.1
sentence_00003,sentence,語言不能描述她,5.5,4.6
text_01222,text,首先，得勇敢地讓家人知道，也讓信任的老師知道，讓大人及朋友來陪伴自己面臨挑戰，會更容易面對跟處理眼前的困難。,5.375,4.8
sentence_00899,sentence,澳洲無處不成風景,6.333,5.333
edu2021_00317,edu2021,今天上課一樣吸收到很多,6.083333333333333,3.333333333333333
edu2021_00936,edu2021,今天是大開眼界，見了許多從未見過的,6.416666666666667,4.0
text_01704,text,不過親民黨團在14日再度提出另一項提案，要求行政部門在3個月內提出績效獎金的核發辦法，並且在立院完成審查後，國公營事業101年度起的績效獎金，就依照此辦法發放。,5.0,4.111
sentence_00339,sentence,摔筆或是很用力劃掉原稿,3.0,7.0
text_00067,text,畫得好噁心!孩子看的時侯就嚇哭了!到了晚上更是不敢睡覺!買了書還帶來了新的煩惱!比起＜青蛙弗洛格＞＞＜＜蹦蹦跳跳＞＞＜＜小熊毛毛＞＞這個卡梅拉要遜色好多!這本書不太適合六歲前的孩子看.,3.0,6.8
text_01288,text,玩家不僅能直接在現場體驗「最後一戰4」，而購買遊戲及限量主機者，可獲贈Halo4背包、多功能瑞士刀與數位下載卡等首購品。,6.125,4.625
text_00338,text,謝謝熱心朋友你們的關心與建議。,6.0,3.833
reflection_01078,reflection,描述事件: 阿嬤 GI bleeding 剛入MICU時已因失去意識on過endo控制得當後順利拔管。,5.625,4.875
text_00827,text,房間很舒服，我個人非常滿意，辦公檯適合我個人的使用習慣且網速好。,6.625,4.111
text_00395,text,到時又被罵到臭頭說騙錢我知道VQ35的引擎蠻好的但是有錢買嗎?,3.111,5.857
sentence_00498,sentence,又笨的不醒的佔多數,3.0,4.25
edu2021_01423,edu2021,希望背的題目能有些提示,4.714285714285714,3.333333333333333
reflection_02440,reflection,這讓我不禁納悶預簽DNR的用意，以及經過搶救後病人救回來了，也穩定了，病人卻感覺絲毫沒有感謝的意思，反而像是怪我們把他插管，把他留在醫院，一覺得好轉就想要逃離醫院，然後下次又因為一樣的事情反覆進出。,3.1,5.5
sentence_01319,sentence,當然天資會影響成效,4.5,5.25
text_02073,text,4月30日公佈的網商銀行年報顯示，2018年，該銀行的淨利潤為6.7億元，在目前所有已公佈年報或財報的銀行中，利潤幾乎墊底。,3.5,3.0
sentence_00570,sentence,缺乏睡眠使你笨拙健忘,3.333,5.333
sentence_02052,sentence,這讓西方觀察者眼花繚亂,4.0,4.333
sentence_01016,sentence,總給我講她們學校的陰暗面,4.0,4.667
text_01989,text,笑死人這些委員也是一票一票投出來的罷免可以拿出正當理由吧理由在哪?,3.0,5.833
reflection_01297,reflection,例如病人本身腎臟已經不好，而又不斷地吃NSAID導致這次的腎衰竭更嚴重，並且要以洗腎來處理。,3.75,3.8
text_01361,text,最高法院今天召開男子陳昱安殺父案言詞辯論庭，檢察官轉述陳母意見表示，若不判陳男死刑，他出獄後會造成家族血流成河。,2.111,6.25
text_00397,text,不懂為什麼這種安全配備的車這麼多人想買單,3.25,5.778
sentence_02122,sentence,一隻就非常草率的在撩草叢的樹葉,5.0,2.0
edu2021_00896,edu2021,覺得今天的內容講的很清楚，速度也剛剛好,6.857142857142857,6.083333333333333
text_00537,text,所以陪她去看這兩年發現老福特tierra真的是比小孩喝汽水喝得快每週都在加油我不是計程車司機喔!所以決定要換車但跟女王的suv款拉鋸上月初她才同意我買Prius我太寵她太順她結果她意見挺多所以奉勸未婚的朋友要man一點先以免跟我一樣變成)偏偏碰上這尷尬的年份車款切換時期真無奈,4.0,4.0
text_01236,text,寒假開始，桃園業者這兩天遇上好天氣，一天就湧入5000人，成長4成，春節更要衝1倍業績，雲林業者寒假搬出新設施，門票打66折，預估業績也能成長3成，樂園寒假搶客戰，正式開打。,5.778,4.75
edu2021_01126,edu2021,大家都花了很多心思，卻沒有一組令老師滿意的，做到都喪失自信心了,2.0,6.75
reflection_02300,reflection,但過了一個周末回來，發現她已經意識不清，氧氣濃度也調到100%，我不禁訝異於病情進展得如此快速，而她的孫女也開始幾乎都在旁邊陪伴，大概是感到時間不多了。,3.5,4.625
sentence_00824,sentence,那些所謂的傷心痛苦和生活相比狗屁都不算,3.0,7.333
text_01864,text,行政院指出，自由經濟示範區是依據總統「黃金十年國家願景」活力經濟施政主軸方向進行規劃，陳沖表示，在全世界沒有先例的情況下，經建會花了十個月時間，在內部召開了31次工作會議，並與相關部會進行9次研商會議，提出的心血結晶，可謂內容豐富。,6.0,5.375
text_02841,text,四月30日晚上十點左右，北屯區太原路發生一起交通事故，機車騎士即興轉彎，導致後方機車摔倒受傷，肇事騎士自稱行車中耳機聽音樂，所,3.333,4.0
text_00681,text,四星級，整體感覺是最有品質的，訂房臺給的是轉角的2715房，非常舒服,7.375,5.778
reflection_01634,reflection,想法的改變與可行的做法：離站後這兩天仔細思考後，我覺得與其拼命解釋自己做了哪些去說服家屬或病人改變想法，不如從改變自己做起比較容易，更深入去傾聽病人與家屬的想法和需求並做出完整的解釋。,5.25,4.6
reflection_00150,reflection,"如果真的是這樣,我們是不是可以更加專注做自己想做的事情了。",5.625,1.875
text_01406,text,兩人用特殊手語溝通哥哥德克說，這兩個弟弟成年後的人生都在一起，住在同一間公寓，他們使用特殊的手語，只有彼此和最親近的家人懂，無法與外界溝通，「他們最害怕無法再看見彼此，這對我弟弟來說是無法承受的事情。,4.714,4.5
reflection_02408,reflection,臨床反思寫作：這兩個禮拜在CCU我有遇到一個我比較印象深刻的病人，雖然不是我自己的primary care，但是跟老師查房時有點印象。,5.0,4.5
sentence_01414,sentence,看來這一切我都是自作多情了,3.5,5.8
edu2021_00107,edu2021,今天老師講了很多，收獲也很多,6.166666666666667,4.7
text_02929,text,去年在亞運成功衛冕的石偉雄賽後表示，這一面獎牌等了十年，今次第一次運用新動作，感到好大壓力，雖然順利完成，但仍然有很多瑕疵，他會努力改善。,6.857,5.429
sentence_00615,sentence,被戰火歲所吞沒,3.0,5.333
sentence_00231,sentence,我會為你的心產生敬意,6.75,4.25
sentence_01456,sentence,果然鯊魚還是要近距離看才會覺得震撼,5.25,6.25
text_02484,text,簡單來說，是把網際網路應用到產業裡，而非將產業加入網際網路中，即產業為主導，網際網路要遵從產業的規律和玩法，同時產業也需要融合網際網路的思維。,5.333,2.333
sentence_02189,sentence,蔡英文的穩健臺獨才是智中之智,6.25,5.6
edu2021_01289,edu2021,老師講解得很有趣，同時也有在貼心的注意學生的狀況,7.5,5.428571428571429
edu2021_00489,edu2021,下禮拜就要考試了，我想我要抓緊時間，在考試前把我還沒弄懂的地方好好搞清楚才行,5.75,5.285714285714286
edu2021_01129,edu2021,講了不少有趣的東西,6.083333333333333,2.166666666666667
edu2021_01086,edu2021,上太快了，希望講解時能說慢點，這樣大家才比較好理解,3.583333333333333,4.416666666666667
reflection_00107,reflection,"醫療有太多的不確定性,醫生是人不是神,只能盡最大的努力,剩下的還得看病患自身能不能挺得過來了。",4.375,2.8
text_01817,text,就事後處理的方式而言，死刑真的有用嗎？前幾個月槍斃了四五個，有遏止嗎？.,2.556,6.5
edu2021_01389,edu2021,原來沒有我們想的那麼簡單,4.0,5.142857142857143
sentence_00764,sentence,無論他編造的郭條條有多完美,4.0,5.75
reflection_00035,reflection,3.務必確定每位家屬都能清楚了解解釋內容:,5.0,3.1
text_01363,text,蒞庭檢察官陳文禮在庭上說，1月初收到陳母的信件，信中指出，依她對陳昱安20多年的瞭解，若未判處死刑，陳昱安出獄後會危害家族的安全，造成「血流成河」，她要伸張正義、大義滅親，請求檢察官向法官表示，判陳昱安死刑。,3.444,6.333
reflection_01415,reflection,而我們要做的，除了面對已是醫療不信任者，需要格外小心之外，還更要避免這類族群的產生，所謂上醫醫未病之病。,4.625,3.0
text_02554,text,如果你問前幾年的我，我是一定會拒絕冥想這種活動的，畢竟坐在那兒一動不能動怎麼看都是一件無趣又無用的事。,5.0,3.3
text_02184,text,近日，有媒體報道稱，讓人們煩不勝煩的騷擾電話之所以有增無減，其原因在於撥打騷擾電話的所謂電信增值業務基本上只要給錢就能辦。,3.667,5.0
reflection_00044,reflection,"到院後,初步生命徵象穩定,腦部斷層掃描顯示右側MCA梗塞,並送入內科重症病房接受進一步治療。",4.75,2.9
text_01343,text,死者朋友：「男生一直不讓女生走，就是以暴力威脅跟騷擾對方家人，她女子)有叫我幫她，如果有怎樣趕快去救她，所以我就有先報警。,3.0,5.625
sentence_01128,sentence,可見慶豐太監們只敢背後黑屁和下體升級性騷擾以及迫真自殺,2.5,6.0
edu2021_01297,edu2021,覺得上課速度快了點,4.25,3.857142857142857
text_02399,text,內部結構以方形為主，四方出入口則為圓拱造型，白色天花板搭配水泥色牆面及地板，簡單純淨的色調呼應戶外的自然風光，散發舒適祥和的氛圍。,5.5,2.167
edu2021_00002,edu2021,覺得今天上課的內容很豐富,6.75,3.0
text_00945,text,26號下的單，由於等Rapoo的鼠標，拖到30號才送到，不過意外的是當天有降價，價保還便宜了44元，算是額外的收穫.,5.667,5.625
reflection_01188,reflection,在加護病房之中，常常要請病人本人或是家屬做出許多重大決定，藉由這次的經驗，我體會到了同理與反覆溝通理解的重要性。,6.0,4.625
sentence_00315,sentence,日本秋田犬面臨滅絕,2.6,5.25
reflection_00565,reflection,3. 我的反應：其實當下的我們沒有做出什麼反應，儘管內心很是難過跟矛盾，但仍是靜靜的在一旁聽完老師們的解釋。,2.75,5.0
sentence_02578,sentence,伊斯蘭看看這牌坊立的多麼貞潔,6.0,5.0
sentence_00392,sentence,是不是偷換概念,4.4,4.2
text_00288,text,別跟政治人物一樣，為反對而反對，為何不說自己經驗而討論，只會發表自己喜好而討論，就像很多大大說的，不喜歡不屑，就別買就好了呀,3.5,6.222
sentence_00727,sentence,式翻盤太精彩了,7.0,6.0
sentence_02149,sentence,而如果飛黃騰達後變得奢靡頹廢,4.0,3.5
reflection_00079,reflection,"我在這個case中學習到在這樣的病房中,家屬的心理壓力其實很大,醫療團隊如果就容易爆發,只是一直否認家屬的質疑,沒有給予醫病之間連結和支持,找不到出口讓醫病關係更緊張。",3.4,4.8
