id,granularity,text,valence,arousal
AUG_0028,augment,過年了，這裡熱鬧得不得了，可我一個人躲在宿舍看著手機裡家人的照片。思鄉的痛像刀子一樣絞著我，我哭到眼睛腫。這種孤單讓我恐慌，我怕自己在這裡永遠都是個外人，永遠回不了家。,3.12,7.59
AUG_0029,augment,去醫院看病，醫生講的話我一句都聽不懂，只能一直點頭。回家後越想越怕，萬一吃錯藥怎麼辦？那種對身體的驚怕加上語言的無助，讓我整個人焦慮到胃絞痛，坐立難安。,2.74,7.68
AUG_0030,augment,公婆說我生不出兒子沒用，還當親戚面數落我。我羞愧又憤恨，身體的事怎麼能全怪我一個人。那些話像針一樣扎進心裡，我氣到手發抖，晚上躺著眼淚一直流，覺得日子越來越艱困。,2.73,7.4
AUG_0031,augment,銀行說我的居留證快到期不能辦事，可是續簽的流程我根本搞不懂，時間又緊迫。我急得在櫃檯前差點哭出來，心臟狂跳。這種隨時可能失去身分的恐慌，讓我的處境更為嚴峻，喘不過氣。,3.39,7.61
AUG_0032,augment,同事故意在我背後說我壞話，說我搶了本地人的工作。我氣到全身發熱又不敢反駁，怕丟了飯碗。那種被排擠、被憤恨包圍的感覺讓我每天上班都提心吊膽，心情越來越沉重。,3.05,7.65
AUG_0033,augment,孩子的作業我看不懂中文，老師傳訊息我也回不出來。我坐在桌前急得直冒汗，覺得自己是個失職的媽媽。這份愧疚和焦慮像石頭壓在胸口，我怕耽誤了孩子，越想越恐慌。,3.27,7.72
AUG_0034,augment,雇主今天說要延長工時卻不加錢，還威脅我不做就通報。我又氣又怕，工作環境一天比一天惡劣。我攥著拳頭發抖，悲憤湧上來，卻連一句完整的話都不敢回，只能忍著眼淚。,2.78,7.13
AUG_0035,augment,房東知道我是外籍配偶，就以各種理由漲房租、刁難我。我氣得心跳加速，卻因為怕被趕出去只能低頭。這種被欺負卻無處申訴的憤恨，讓我夜裡總是驚醒，胸口悶得快要爆炸。,2.85,7.31
AUG_0036,augment,婆婆把我的護照收走說怕我跑掉，我當下嚇得腿都軟了。沒有證件我什麼都做不了，那種被控制的懼怕壓得我喘不過氣。我在房裡發抖，恨自己怎麼會落到連自由都沒有的地步。,2.77,7.85
AUG_0037,augment,今天在市場買菜，攤販聽出我口音就故意抬價又冷嘲熱諷。我羞憤得臉發燙，錢包裡本來就沒多少錢。那一刻我又氣又想哭，覺得這座城市對我而言處處都更為艱辛。,3.3,7.35
AUG_0038,augment,孩子生病發高燒，我一個人抱著他衝去診所，語言不通急得快崩潰。護士問的話我聽不懂，眼淚止不住地掉。那種恐慌和無助交織的夜晚，讓我的心情跌到谷底，胸口沉重得快裂開。,3.12,7.42
AUG_0039,augment,先生的家人聚餐都用方言聊天，故意不理我，把我當空氣。我坐在那裡又羞又憤，手心全是汗。這種被孤立的感覺一次比一次更為惡化，我強忍著情緒，回房後崩潰大哭。,3.33,7.47
AUG_0040,augment,公司裁員第一個就砍我這個外籍的，理由都不肯好好講。我當場愣住，接著恐慌席捲全身，房租、匯回家的錢怎麼辦。我氣到發抖，這處境真的更為嚴峻，我不知道明天該怎麼撐下去。,2.81,7.3
AUG_0041,augment,婆婆今天又當著全家的面咒罵我，說我連煮飯都做不好，是不是故意攪亂這個家。我明明已經很努力學台灣菜了，可是不管怎麼做都被嫌。我坐在廚房手一直抖，眼淚掉下來，胸口悶得快喘不過氣，那種被超級不尊重的感覺，讓我恨不得馬上逃回娘家。,3.05,7.31
AUG_0042,augment,孩子在學校被同學笑說「你媽媽講話怪怪的」，回家哭著問我為什麼不能像別人的媽媽一樣。我聽完整個人快崩潰了，心臟狂跳，腦袋一片慌亂。是不是因為我，害我的孩子被欺負？我氣得發抖，卻連該找誰理論都不知道。,3.07,7.82
AUG_0043,augment,工廠領班今天愈兇，用手指著我的臉大聲叱罵，說我動作慢拖垮整條生產線。旁邊的人都在看，我覺得羞辱到全身發燙，喉嚨卡住說不出話。我來台灣是為了賺錢養家，不是來被人這樣狂罵的，那一刻我真的快撐不住了。,2.92,7.28
AUG_0044,augment,半夜接到家裡電話，媽媽生病住院了，我卻困在這裡什麼都做不了。我抓著手機在陽台哭到全身發抖，腦子亂哄哄的，一直想著萬一見不到最後一面怎麼辦。這種思鄉又無能為力的恐慌，像一隻手緊緊掐住我的脖子。,3.4,7.51
AUG_0045,augment,去移民署辦證件，承辦人態度極度不尊重，資料被退了三次也不肯好好解釋，只是不耐煩地嘆氣。我排隊排了整個上午，心裡又急又氣，手心全是汗。我聽不太懂那些法律用語，只覺得整個世界都在跟我作對，快要喘不過氣。,2.67,7.14
AUG_0046,augment,老公喝醉回來又對我大吼大叫，把桌上的碗盤全掃到地上，客廳一片凌亂。我抱著孩子躲進房間，心臟狂跳到耳鳴。我不敢報警，怕被說是我攪亂家庭，可是我真的好害怕，害怕到整晚都不敢閉眼。,2.69,7.6
AUG_0047,augment,仲介扣了我兩個月薪水，我去理論卻被他辱罵，說我這種外勞就是愛惹事。我氣得渾身發抖，錢是我拿命換來的啊！我人在異鄉舉目無親，連要向誰求救都不知道，那種被欺負又無處申訴的憤怒，快把我逼瘋了。,3.23,7.44
AUG_0048,augment,去醫院看病，護士講的話我一半聽不懂，我一直問，她表情愈來愈不耐煩，語氣很不尊重。我又慌又怕，怕自己是不是得了什麼重病卻聽不明白。診間外人來人往亂哄哄的，我一個人坐在角落，眼淚忍不住掉下來。,2.65,7.41
AUG_0049,augment,過年時全家團圓，只有我一個人躲在廚房洗碗。他們用我聽不懂的話大聲說笑，我卻連插一句話的資格都沒有。我想起家鄉的年味，鼻子一酸整個人快崩潰了。這裡再熱鬧，也照不進我心裡那片冰冷的孤單。,3.4,7.52
AUG_0050,augment,小姑當著親戚的面嘲罵我娘家窮，說我是來貪台灣錢的。我氣到手指冰冷、腦袋嗡嗡作響，卻因為語言不夠好連反駁都說不清楚。那種被超不尊重又百口莫辯的委屈，讓我整個胸口像被石頭壓住，快要炸開了。,3.38,7.79
AUG_0051,augment,孩子的聯絡簿老師寫了一堆字，我看不懂又不敢問，只能對著本子發呆到深夜。我怕教不好孩子，怕他將來也被人看不起。愈想愈焦慮，心跳快得像要跳出來，我抓著頭髮蹲在地上，覺得自己什麼都做不好。,2.61,7.68
AUG_0052,augment,公司要我加班到半夜卻不給加班費，我一開口質疑，主管就狂罵我不懂規矩、要滾回去。我全身發抖站在那裡，眼淚在眼眶打轉。我離鄉背井這麼辛苦，換來的竟是這樣的斥罵，那一刻我真的覺得整個人快垮了。,3.15,7.53
AUG_0053,augment,鄰居一直投訴我煮家鄉菜味道太重，還說我把整棟樓弄得亂哄哄。我明明很小心了，可他們看我的眼神充滿嫌棄。我又羞又氣，關上門後靠著牆滑坐在地上，心慌到喘不過氣，覺得自己在這裡永遠是個外人。,2.81,7.61
AUG_0054,augment,銀行說我的身分文件有問題，帳戶被凍結，我急得快哭出來。裡面是我要寄回家給爸媽治病的錢啊！櫃檯人員態度很不尊重，只丟一句「回去補件」。我腦袋一片空白，站在大廳裡手足無措，恐慌得全身冰冷。,2.69,7.45
AUG_0055,augment,婆家逼我一定要生兒子，說生女兒就是沒用。我剛小產身體還很虛弱，卻要聽這種咒罵般的話。我躺在床上眼淚流個不停，心臟揪得好痛。我覺得自己在這個家連喘口氣都不被允許，快要撐不下去了。,2.96,7.86
AUG_0056,augment,我在市場買菜被老闆多算錢，我指出來反而被他叱罵，說我一個外籍的少囉嗦。周圍的人都在看熱鬧，我又氣又羞，臉燒得發燙。我明明沒做錯，卻要承受這種超級不尊重的對待，回家路上我氣到全身發抖。,3.3,7.31
AUG_0057,augment,孩子發高燒送急診，我一個人抱著他在候診區急得團團轉，腦袋一片慌亂。老公不接電話，我又講不清楚病情。我一邊哭一邊用手機翻譯，手抖到打不出字，那種孤立無援的恐慌，讓我整顆心都懸在半空快碎了。,3.0,7.24
AUG_0058,augment,同事聯合起來排擠我，把工作全推給我做，出錯了就一起圍著我辱罵。我每天上班像上刑場一樣，胃痛到吃不下飯。我氣憤又害怕，卻連個能傾訴的人都沒有，晚上躺在宿舍，焦慮得整夜翻來覆去睡不著。,3.33,7.8
AUG_0059,augment,我學了好久的中文，好不容易鼓起勇氣在家庭聚會發言，卻被大伯打斷還嘲罵我發音好笑。全場哄堂大笑，我當場僵住，臉紅得發燙。我努力這麼久竟換來這種羞辱，胸口一陣狂亂，眼淚差點掉下來，恨不得鑽進地縫裡。,2.84,7.61
AUG_0060,augment,我發現老公背著我把我的居留文件藏起來，說這樣我就跑不掉。我當下整個人崩潰了，心跳失控、雙手發抖。原來在他眼裡我只是被關住的東西。我又驚又怒又怕，那一晚我抱著膝蓋在黑暗裡發抖，覺得自己像被困在牢籠裡。,3.09,7.22
AUG_0061,augment,今天去辦居留證，承辦人員一句話就把我打發走，說我文件不齊。我火冒三丈，明明上次就是這樣交的！排隊排了三個小時，現在又要重來一趟。我站在走廊上手都在抖，眼淚快掉下來，這種被踢皮球的感覺讓我快崩潰了。,3.21,7.53
AUG_0062,augment,婆婆又當著全家的面說我煮的菜難吃，說我們國家的東西上不了檯面。我當場驚愕到說不出話，怒火在胸口燒。我嫁來這裡不是來被羞辱的！那一刻我真想摔門就走，心跳快到像要爆炸，整個人氣得發抖。,3.22,7.52
AUG_0063,augment,孩子在學校被同學笑說媽媽是外國人、講話怪腔怪調。他回家哭著問我為什麼跟別人不一樣。我聽了驚駭又心痛，怒得渾身發熱。我到底把他帶來一個什麼樣的地方？我怕他一輩子都要被這樣對待，整晚焦慮得睡不著。,2.6,7.36
AUG_0064,augment,仲介扣了我兩個月薪水，說什麼手續費。我去理論，他竟然威脅要把我遣返。我當下驚恐得腿都軟了，這根本是趁火打劫！我一個人在異鄉，錢被扣光，連回家的機票都買不起，那種無助讓我快要窒息。,2.62,7.84
AUG_0065,augment,半夜發高燒去醫院，護士問一堆我聽不懂的問題，我急得語無倫次。他們臉色越來越不耐煩，我越說越慌。我怕自己講錯被誤診，整個人驚慌到冒冷汗，躺在急診室裡孤單得想放聲大哭。,3.3,7.77
AUG_0066,augment,老公今天又對我大吼，說我花他的錢。可我明明每天做家事帶小孩沒領半毛薪水！我氣得怒髮衝冠，胸口悶到喘不過氣。這段婚姻讓我覺得自己像個傭人，越想越恐慌，不知道還能撐多久。,2.85,7.15
AUG_0067,augment,過年了，看著別人一家團圓，我一個人躲在房間看家鄉的照片。想到爸媽年紀大了我卻回不去，眼淚止不住。思鄉的痛混著焦慮，讓我整夜輾轉。我驚覺自己已經三年沒回家，心裡一陣陣發慌。,3.3,7.86
AUG_0068,augment,工廠領班對我說話總是用罵的，今天還推了我一把。我被驚嚇到愣在原地，怒火瞬間衝上頭。我不是奴隸！可我怕投訴會丟工作，只能忍。那種既憤怒又無力的感覺，快把我逼瘋了。,2.67,7.49
AUG_0069,augment,去銀行開戶被拒絕，說我證件不符規定，可是別人都能開。我覺得被差別對待，惱火到極點。我漲紅著臉跟他們爭，聲音都在發抖。為什麼我做什麼都比別人難？這種挫敗讓我幾乎要當場崩潰。,2.66,7.71
AUG_0070,augment,鄰居懷疑我偷了她的包裹，指著我鼻子罵。我又驚愕又冒犯，明明什麼都沒做！我氣得說不出完整的話，眼淚在眼眶打轉。在這裡我連清白都要拚命證明，這種委屈讓我恨得牙癢癢。,3.21,7.2
AUG_0071,augment,孩子的作業我看不懂，老師傳訊息用一堆專有名詞，我一個字都答不上來。我急得團團轉，深怕耽誤孩子的學習。那種身為母親卻幫不上忙的自責，讓我焦慮到手心冒汗，整個人快喘不過氣。,2.98,7.54
AUG_0072,augment,今天在市場買菜，老闆故意用很快的台語騙我多付錢，被我發現後還嗆我聽不懂就別出來。我氣到火冒三丈，當場跟他理論。回家路上越想越氣，這種被欺負的屈辱讓我整個下午心跳都平復不下來。,2.81,7.8
AUG_0073,augment,居留期限快到了，我打電話去問續簽，卻被轉來轉去沒人給答案。我驚慌得快哭出來，萬一逾期我會不會被驅逐？想到可能要跟孩子分開，我恐慌到整晚睡不著，滿腦子都是最壞的畫面。,2.94,7.27
AUG_0074,augment,公司發薪水又漏發我的加班費，我去問，會計竟然說我算錯。我明明加班到半夜！我氣得怒火中燒，聲音發抖地跟她爭。人在異鄉還要被這樣剋扣，那種又累又氣的感覺讓我快撐不住了。,3.03,7.68
AUG_0075,augment,婆家逼我改信仰，說我原本的信仰是迷信。我聽了又驚駭又憤怒，那是我從小到大的根！他們憑什麼？我氣得整個人發抖，卻連反抗的餘地都沒有，只能躲在浴室裡無聲地崩潰痛哭。,2.76,7.35
AUG_0076,augment,我用中文寫的求職信被主管當眾念出來嘲笑錯字，全辦公室的人都在笑。我羞愧又惱火，臉燙得像要燒起來。我努力學中文卻換來這種對待，那一刻我氣到眼前發黑，恨不得立刻辭職走人。,3.4,7.62
AUG_0077,augment,孩子生病送醫，醫生看我聽不懂，竟然懶得解釋病情就要我簽同意書。我驚恐到不敢簽，怕害了孩子。我一邊發抖一邊求他慢慢說，那種既焦慮又無助的絕望，讓我幾乎站不穩。,2.95,7.51
AUG_0078,augment,丈夫的家人趁我不在，翻我的手機還刪掉我跟娘家的聊天紀錄。我發現時驚愕又暴怒，那是我唯一的慰藉！我氣得渾身顫抖，覺得自己在這個家連一點隱私和尊重都沒有，快要精神崩潰了。,2.7,7.28
AUG_0079,augment,去區公所辦事，職員大聲說「聽不懂中文來幹嘛」，後面的人都在看我。我又羞又氣，怒火直衝腦門。我明明有努力學！那句話像一巴掌打在臉上，我強忍著淚衝出去，整個人氣到發抖。,2.87,7.57
AUG_0080,augment,仲介半夜通知我明天就要換工作地點，連東西都來不及收。我驚慌失措，這根本沒有商量！我一個人在陌生城市，人生地不熟，恐慌得整晚發抖。這種被當成物品搬來搬去的感覺，讓我心都碎了。,2.78,7.28
AUG_0081,augment,今天去移民署辦證件，承辦人突然說我少交一份文件，我整個人愣住了，心跳快到不行。截止日就在明天，我坐在椅子上手心全是汗，腦袋一片空白，只能不停翻包包，緊張得說不出話來。,4.66,7.6
AUG_0082,augment,孩子的老師傳訊息說要我明天去學校一趟，沒說原因。我看著那則訊息看了好久，心裡七上八下，坐也不是站也不是。是孩子出事了嗎？我等到半夜還睡不著，整顆心懸在半空。,4.78,7.82
AUG_0083,augment,婆婆突然問我這個月家用花到哪去了，語氣很嚴肅。我拿著帳本手都在抖，一時想不起某幾筆花費，脑袋嗡嗡作響。那種被盯著看的感覺讓我全身緊繃，話都講不清楚了。,5.29,7.16
AUG_0084,augment,工廠今天機器突然發出巨響，火花四濺，我嚇得整個人跳起來。組長大喊快關電源，大家亂成一團。我站在原地目瞪口呆，心臟狂跳，過了好幾分鐘才回過神來，手還在發抖。,4.79,7.64
AUG_0085,augment,接到老家電話，媽媽說爸爸昨晚送急診了。我聽到的當下腦袋一片空白，握著手機的手止不住地顫。隔著一片海，我什麼都做不了，只能在房間裡來回踱步，坐立難安。,4.77,7.21
AUG_0086,augment,今天第一次自己去銀行辦事，行員講的專業詞我一個字都聽不懂。輪到我時前面排了一長排人，全在看我，我緊張得舌頭打結，臉發燙，心跳加速，只想趕快逃離那個櫃檯。,5.35,7.56
AUG_0087,augment,公司說下週要臨時抽考中文，攸關續聘。我盯著那張通知看了很久，胸口一陣發緊。晚上翻著筆記怎麼都記不住，越急越慌，整晚在床上翻來覆去，腦子裡全是考試的畫面。,4.98,7.73
AUG_0088,augment,剛才在市場買菜，突然有人大聲喊抓小偷，人群瞬間往我這邊擠過來。我被推得踉蹌，心跳到了喉嚨口，緊緊抱著包包不敢動，四周吵雜混亂，我整個人繃得死緊。,5.25,7.25
AUG_0089,augment,孩子發高燒到快四十度，半夜掛急診。醫生問的病史我一時翻譯不出來，急得眼淚在打轉。診間燈很亮，儀器嗶嗶響，我抱著孩子手心冒汗，整顆心揪成一團動彈不得。,4.68,7.44
AUG_0090,augment,仲介今天突然打來說我的居留文件出了狀況，要我馬上補件。我聽完腦子一片混亂，手忙腳亂翻找資料，越翻越找不到。時間一分一秒過去，我坐在地上心跳快得像要炸開。,4.94,7.47
AUG_0091,augment,過年前婆家一大家子要來吃飯，我要一個人準備十幾道菜。清單越列越長，我看著鐘手心直冒汗。瓦斯爐三口全開，油鍋滋滋作響，我在廚房團團轉，緊張到連呼吸都急促起來。,5.18,7.64
AUG_0092,augment,今天在路上遇到警察臨檢，要我出示證件。我明明帶了，卻怎麼翻都翻不到，越急越亂。旁邊的人都在看我，我心跳加速額頭冒汗，手抖到連拉鍊都拉不開，整個人僵在那裡。,5.39,7.18
AUG_0093,augment,公司通知要開大會宣布重大人事調整，說可能牽涉到我們外籍員工。整個上午我都坐立難安，一直看時鐘。會議室的門一開，我心臟猛地一縮，緊張得手指緊緊扣住桌沿不放。,4.92,7.37
AUG_0094,augment,孩子放學到現在還沒回家，電話也打不通。我站在門口張望，天色越來越暗，心裡的不安越滾越大。每聽到門外一點聲響就衝過去看，來回好幾趟，緊張得整個胃都揪起來。,5.29,7.3
AUG_0095,augment,今天要去參加中文檢定口試，考官坐在對面盯著我。題目一出來我腦筋突然空白，心跳快到耳朵嗡嗡響。我張著嘴半天說不出一句完整的話，手心的汗把准考證都浸濕了。,4.75,7.46
AUG_0096,augment,房東突然傳訊息說下個月要收回房子，限我兩週搬走。我看著訊息心臟猛跳，腦中一片混亂。人生地不熟的，我要去哪找房子？整晚坐在床邊翻租屋網，越看越慌越睡不著。,4.94,7.32
AUG_0097,augment,第一天到餐廳打工，正逢用餐尖峰，訂單像雪片一樣飛來。廚房大聲喊菜名，我一句都聽不懂，急得團團轉。盤子差點打翻的那一刻，我心跳到快停了，手忙腳亂全身緊繃。,4.8,7.84
AUG_0098,augment,今天收到一封official的信，全是我看不懂的法律字眼，只認得「限期」兩個字。我拿著信紙的手一直抖，胃部緊縮。到底是什麼事？我坐在桌前來回讀了十幾遍，越讀越慌。,4.95,7.79
AUG_0099,augment,孩子在學校跟同學起衝突，對方家長氣沖沖打電話來質問。我一邊聽一邊語言跟不上，急得心跳加速。電話那頭語氣越來越激動，我握著話筒手心全是汗，緊張到腿都在發軟。,5.04,7.14
AUG_0100,augment,今天去醫院做健康檢查，醫生看著報告皺眉，要我下週再回診做進一步檢查。我聽到當下腦袋一嗡，心跳瞬間加快。到底哪裡出了問題？我坐在候診椅上坐立難安，思緒亂成一團。,5.4,7.77
AUG_0101,augment,今天面試通知突然打來，主管要我五分鐘後視訊。我心跳加快，手一直發抖，來台灣這麼多年，中文還是講不好。螢幕一亮我整個人驚呆，腦袋一片空白，只能盯著鏡頭，坐立難安地等他開口。,5.38,7.84
AUG_0102,augment,孩子的老師傳訊息說要馬上見面談。我看到那句話整個驚慌失措，不知道是不是他在學校出事了。我一路小跑到學校，心臟快要跳出來，站在辦公室門口，手心全是汗，連呼吸都不敢太大聲。,5.28,7.23
AUG_0103,augment,移民署寄來一封信，說我的居留資料有問題要補件。我拆開信封手抖個不停，越看越驚慌，深怕影響身分。我反覆讀了五六遍每個字，極其謹慎地核對，整晚睡不著，翻來覆去坐立難安。,4.99,7.27
AUG_0104,augment,半夜婆婆突然胸口痛，我嚇得整個人跳起來。我一邊打電話一邊語無倫次，救護車來的那幾分鐘我在門口踱步，心跳狂亂。看她被抬上車那一刻，我驚駭地愣在原地，全身緊繃。,4.92,7.15
AUG_0105,augment,工廠今天警報大響，機器冒煙。我當下驚嚇到雙腿發軟，跟著人群往外衝。站在空地上我心臟砰砰跳，四處張望找同鄉的姊妹，遲遲找不到人，我急得團團轉，手一直發抖。,4.9,7.89
AUG_0106,augment,我第一次自己去銀行辦帳戶，行員講得又快又多我全聽不懂。我緊張到手心冒汗，一直反問，隊伍越排越長。後面的人開始嘆氣，我更慌了，坐立難安地翻著證件，深怕漏了哪一張。,4.81,7.73
AUG_0107,augment,孩子在賣場一轉眼不見了。我瞬間驚慌失措，扯著嗓子喊他的名字，聲音都變調。我在走道間狂奔，心臟像要炸開，每一秒都極其漫長。找到他的那刻我還在發抖，喘不過氣。,4.96,7.44
AUG_0108,augment,公司要我明天上台用中文報告，通知來得太突然。我整晚對著稿子練習，一開口就結巴，越練越慌。想到台下那麼多同事的眼睛，我坐立難安，手心全濕，胸口緊得快要喘不過氣。,5.37,7.9
AUG_0109,augment,接到家鄉電話說爸爸住院了，我人卻在台灣走不開。我聽著聽著整個驚愕，握著手機的手在抖。我來回踱步，一下想訂機票一下又想到工作，心亂如麻，緊張得整夜盯著天花板。,5.04,7.67
AUG_0110,augment,過年前老公家一堆親戚要來，我要張羅十幾道菜。我從早上就緊張到手忙腳亂，鍋子差點燒焦。門鈴一響我整個人一驚，深吸一口氣才敢開門，心跳快得自己都聽得見。,4.72,7.34
AUG_0111,augment,孩子拿回一張紅字的考卷，說老師要家長簽名還要面談。我看著那個分數心一沉，緊張得不知怎麼跟老師開口。我在客廳走來走去，越想越慌，晚飯都吃不下，坐也不是站也不是。,5.37,7.56
