ID,Text
C38_13,時而開心時而傷心，畢竟生活都需要柴米油鹽、生活也都不可能一番風順，遇到問題衝破頭往前走，生活需要挑戰者
C77_16,我要謝謝我的老闆，對我十分友善，總是耐心指導工作，並關心我的生活與適應狀況。無論是語言上的障礙或文化差異，他都能提供幫助與支持。
C187_13,在臺灣心情很好啊，就是有點懷念中國那邊的小吃和美食，我很愛吃辣也很能吃辣，周遭知道的餐廳，沒有真正道地的四川菜，有點可惜吧
C183_16,老闆你要不要去看醫生，我覺得你可能精神狀況有一點問題，不高興就不要開店，要開店你就高興開心一點，不要拿我們當出氣筒
V497_16,老公謝謝你和婆婆都很支持我，我很快樂，我會賺很多錢的，以後孝順婆婆，帶婆婆去好多👌玩的地方，回越南也帶婆婆出去玩
C74_16,對我媽媽說我愛你，本來計畫暑假回去的，出車禍就沒辦法回去了，你在大陸照顧好自己，我會認真做復健的，
C131_13,初期的時候口音不標準，都被人有點歧視，找工作也會被排擠，生活上面都很多不方便，或是被人家罵大陸人啊，心裡覺說難道你們的祖先是美國人嗎？當時的心情是非常的不好。
C191_13,"上上個月生日想說就不用切蛋糕慶祝，結果朋友帶我去做一件令人想不到的事情
我們一起到偏遠山區去禮物和祝福，雖然山路難走，地處偏遠，但是看到他們用熱情來迎接我們，讓我感覺沒有甚麼過不去的事情。這不僅讓我感到充實和滿足，也讓我深深感受到真正的幸福與滿意。
這是一次與眾不同的生日驚喜，也是我至今最難忘的一次生日"
V381_13,終於工作比較穩定，找到適合自己的工作，能有一份穩定收入，心中會比較踏實，對自己能有多一些肯定，工作收入可以讓生活變得更穩定，過上自己理想生活
C106_16,"我要跟我老公說,謝謝你跟我結婚,在這陌生的環境有你的支持是我最大的動力,你對我的尊重和包容我覺得很感動,在一起這麼多年我們互相扶持珍惜對方,我要說一聲謝謝你"
T611_13,現在狀況不錯。以前工作非常忙碌，做任何事情都必須趕進度，身心壓力極大，每天都很累，健康狀況也越來越差，卻又沒有時間休息。但近來情況大為改善，因為許多工作已改用電腦系統來處理，節省了很多時間，現在沒那麼累。
V473_13,完成了一項期待已久的任務，讓人感到成就感和愉快。努力了這麼久，終於達成目標，真的很開心，看到結果的時候，所有的努力都值得了
C301_16,我常想與家人和朋友交流，特別是在新年來臨之際。我會對他們說：“過去的一年有不少挑戰，但也讓我們成長許多。新的一年，希望我們都能更加珍惜彼此的陪伴，勇敢面對每一個挑戰，實現自己的夢想。我會一直支持你們，也希望我們能共同度過更多美好的時光。”
C293_16,爸爸媽媽雖然我在台灣，心裡卻時時刻刻跟你們都連在一起，每次我工作很累孤單很寂寞的時候，我就會想起你們。你們要保重身體，我也會繼續努力工作
V360_16,常聽姊妹說很多負面情緒的心情但因轉換而意外的成了好事發生，最近遇到一件有趣的事，原本不會想到，反而等到，人生只要用心做好每件事，一定會有好的能量。
V415_16,"偶爾會跟同事朋友聊天聊一些個人住在台灣生活如何，大家都聊到很開心，留到忘記要回家煮飯的時間。我們都會聊在台灣生活如何？就跟同事朋友分享生活當中的紀錄"
V393_13,心情還可以，來台灣很久了都很適應了，這裡也有很多的同鄉與朋友，我不會孤單，老公有時候也會陪我回越南看看我的家人，我們也有小孩了，也是自由戀愛，日子過得幸福。
V438_16,如果我能對爸爸說話，我會說：謝謝您像一座堅實的山，為家庭提供依靠與支持，我明白那份默默的付出與責任。
V368_13,台灣非常的好！很喜歡台灣，大家都很好，互相幫助，有困難都有人會協助你，我覺得非常的喜歡這裡，希望大家都健康
I526_13,我很好，心情也很好，工作也很順利。
C275_16,寶貝，媽媽很愛你，你是我最寶貴的財富。無論遇到什麼困難，都要勇敢面對，記得永遠相信自己。我們一起成長，一起歡笑，人生的每一步，都有你在我心中最特別的位置。
T614_16,在聚會上和朋友們聊天，有什麼就都說什麼，包括政治方面以及生活中的大小事，沒有任何限制。我有很多朋友，大部分都是高層政府官員，朋友都是有身分地位的人。
C26_13,心情很不好，我2月21號中午發生嚴重車禍事故，現在在家很無聊，還有每天要去復健，拉筋超級的痛，還有就是經濟壓力很大
C224_16,香港人在台灣可能需要花時間建立新的社交圈，特別是如果原本大多與香港人或外國人交往。在台灣，許多社交活動可能會集中在當地人之間，對於外來的香港人來說，有時會感覺與當地人融入有些困難。
C267_13,今天下午去了一家咖啡廳，點了一杯拿鐵，坐在窗邊看著外面的行人和風景，心情輕鬆了許多。那一刻感覺時間放慢了，思緒也變得清晰。
C287_16,老公看到你每天這麼努力工作，我真的很感動，因為家庭付出了很多雖然辛苦，但你的努力讓我們生活更美好，我很感激你的一切
C57_16,我最想要和我結婚的老公說特別的愛他，非常的感謝老公的關心，包容，疼愛，理解，都願意讓我自己自由自在的過生活，無拘無束的日子，
C153_16,一般會跟媽媽說話，跟同學老師說話，有時候跟狗狗說話，說一些有關學校的是啊，談戀愛的，感情的事啊，都有
T606_16,會跟我的家人聊聊關於我在台灣的生活，她們才不必擔心我。
V333_13,希望生活在台灣的新移民得到照顧和良好的待遇，目前公司不讓員工加班太多，月薪也不高，那么生活在台灣的新移民如何滿足生活與教育需求。
C18_13,目前心情心態情緒都還不錯！來台10年，經歷很多事情，困難和不適都有，有積極接觸教會，姐妹，認識很多朋友，孩子慢慢大了，也有找工作和事情來做。慢慢也就適應了台灣的生活。
C198_16,嫁來台灣後，不適應的情況多來自於兩地在語言、文化、生活習慣等方面的差異，飲食文化則更偏向於飲茶、點心。這些差異可能會在婚姻生活中引起一定的紛爭。
V453_13,心情平靜且充實，內心滿滿的，沒有虛度每一分每一秒。每一件事都投入心力，每一刻都充滿意義，讓人感到踏實而滿足，對未來充滿希望。
C288_16,我的閨蜜謝謝你總在我最需要的時候陪我聊天，無論是開心還是難過，你總是能給我力量。每次和你聊天心情都變得輕鬆愉快，希望我們友誼能夠永遠這麼久
C223_13,我要感恩我的貴人對我的支持和鼓勵，我要感恩我的伙伴的努力，讓我們一起在全球吸引力公司，幫助更多的人找到健康得到豐盛的財富，讓我們在一起創造了不起
C65_16,健保的制度很好，跟健保的同仁長官說話。健保是一個很好的醫療資源，照顧我們的健康，保費的費用收的很便宜，不用怕沒有人幫我們治療，謝謝臺灣的健保。
C277_16,想跟媽媽說，謝謝您一直以來的愛與付出，總是無私地支持我、包容我。您的努力和溫暖是我最大的力量來源。我會更加努力，讓您放心，也希望您多照顧自己，健康快樂。
V380_16,老公現在的我們經濟能力變好，可以多一點心思放在家庭生活。看著小朋友漸漸長大懂事，心中真的充滿了欣慰，一切工作再辛苦再累都是值得的
C307_16,跟母國的姐妹們，好想念跟妳們玩樂逛街吃飯，可以聊聊是非打鬧，歡天喜地的唱歌，玩遊樂園，每天都想過的多彩多姿，但是目前經濟不夠允許，我們都要更努力
C109_16,希望老闆娘可以加薪水嗎..每次都不給加班費還一直叫我做一堆事情..真的很奇怪耶..明明老闆外面的那個不在這裡..老闆娘都一直來公司找..老闆都叫我幫他隱瞞他去哪裡..真的很奇怪
C114_13,前陣子有跟丈夫還有小孩去板橋的耶誕城，很熱鬧，全家在一起很開心很幸福，想想之前疫情的時候都不能出門，現在這樣子真的是很放鬆
C122_16,老公，希望他可以在家多關心孩子，多溝通，另一半太難溝通，在不受他影響時心情都是愉悅的，但就感覺自己是偽單親，這時候會覺得結婚是為了什麼？
C288_13,來台灣的鄰居都很不錯，相處愉快，大家互相關心，偶爾會聊聊天，幫助對方，這樣讓我感到很溫暖，希望能保持這樣的和諧氣氛，彼此幫忙
T604_16,女兒，關於健康狀況，若女兒的朋友有推薦好的醫生，就會去就醫。
V463_16,爸爸，我一直以你為榜樣，你的努力和智慧讓我很佩服，你教我的很多道理，讓我獲益良多，你一定要注意身體健康，別太累了
V448_16,我要對外婆說，謝謝您用智慧與經驗指引我，您的關懷與教誨是我成長中最寶貴的財富，希望您健康長壽，生活充滿喜樂，我會帶著您的教導努力向前。
C289_13,最近工作壓力很大，忙到幾乎沒有時間休息跟喘氣。每天處理一堆事情好累好累，但希望年底跟明年老闆可以多加一點薪水
C313_16,學會定期給自己的生活清零，扔掉不再穿的衣服，忘掉那個不愛你的人。即使前方的道路艱辛曲折，只要堅守正確的方向，不論遭遇多少困難與坎坷，也總比原地徘徊更接近幸福
C315_16,奶奶，最近總是想起妳，想念妳溫暖的笑容和耐心的叮嚀。妳的懷抱總是那麼安慰，無論遇到什麼困難，都能妳那裡得到力量。我好想妳
C304_16,爸媽你們好嗎?我在外面一切都還好，但是總是很想念你們，每當遇到困難時，心裡總是想著你們會支持跟鼓勵我，希望很快能回去
I535_16,有，我和一個辦公室朋友聊天，跟他分享了我的感受，所以心情平靜了一些，心情也愉悅了一些，在暢所欲言之後覺得海闊天空，有朋友互相抱怨，互相安慰，也很好。
C206_13,很輕鬆愉快，近期感覺很順利，無論是工作上還是人際關係上都挺和諧，覺得一切都很美好。也有可能最近一直買買買，雖然只是些小東西，但覺得很滿足。
C147_16,會想跟老公說我們可以考慮換車了，開了快20年的老車最近一直在維修，毛病一直浮現沒有停，已經到了使用年限了，在修下去只是花更多錢，最後還是要換車子
I505_16,跟上帝講話，自己找快樂，去運動去走走， 有時候和朋友參加活動，如果有遇到問題問好朋友晚上跟上帝講話這樣就會安心
I557_16,我跟小孩的爸說:小孩的爸，感謝你對我的包容，我脾氣很暴躁，你都很有耐心聆聽分析給我聽，我每天晚上求補上給我智慧，謝謝你
I554_13,因最近家裡小孩有些狀況，心情變成比較緊張一些，希望可以更多的時間看好小孩。擔心媽媽在印尼的生活，希望有時間可以快快的見面，幫忙媽媽處理一些事情
C75_13,心情還好，因為較晚生小孩，所以才會不自覺地擔心，如果年紀越來越大，小孩年紀尚小，經濟能力又跟不上社會，會非常擔憂未來的生活，更擔心萬一不小心生病可能拖累全家。
C168_13,遇到了跟同鄉吵架，想法不一樣，做得方式有不一樣，有時候真的好想爸爸媽媽，好想打電話給他，可是又不想讓他們擔心
O655_13,"我從法國來台灣十五年，台灣人真的很熱情，南部嘉義的陽光，照進我的心，也陪三個兒子快樂長大,福爾摩沙，美麗 奔放，充滿陽光空氣水，藍天白雲，歡樂希望。"
C24_16,"我回家之前，請把家裡整理一下。這麼亂，你沒看到嗎？看到就煩。在家整天就會滑手機
我回家之前，請將家裡整理好。這事有很難嗎？在家只會滑手機。你有在整理嗎？怎麼把這個家弄成這樣。別說你不會做。你逃避問題就能解決嗎？"
C201_13,最近兩個月心情還好，只是越是到了過年，就會想起自己的家人，自己處在異地，每次過年過節都會特別想家人，思念家鄉。
C238_13,完成了一個小目標，心中不由自主地充滿了成就感，這讓我的快樂加倍。周圍的世界也因為這份開心而變得更加美好，感覺自己和一切都融為一體，沒有任何煩憂。
I519_13,我一直以來日子過得很充實，不斷的進修，參加課程以及回饋社會。真沒有多餘的時間顧慮到自己的心情如何。台灣的環境能給予馬不停蹄的往前走、不會原地踏步的感覺。等到有片刻休息的時後，感覺豐收時刻來臨。
M637_16,某單位的社工們，謝謝她們的關心支持用心協助，還讓讓我抒發一下情緒，至少不會那麼無助，也是我台灣的娘家 
C166_13,最近心情很好，買了很多想要的東西，雖然好像浪費錢，但買到了快樂，也快過年了，也要準備一些給媽媽的東西。
M644_16,"對祖國說話，雖然台灣是我的新家，但我永遠
不會忘記我的故鄉。每年過節時，我會想起家鄉的味道和親人的笑臉。雖然生活在異國他鄉，心中仍然牽掛著家鄉的一草一木。"
O656_13,台灣讓我覺得非常喜歡，生活步調也很剛好，是適合居住的國家，物價也是相當平穩，讓生活過的非常的幸福美好
V458_16,遠離故鄉與親人會感到孤獨與不安，丈夫暴力或是婚姻中不平等的待遇，娘家對越南新娘的背景長期一直都有所偏，出門找工作會受到不公平對待
C33_16,"Leo這個月你就要進入第一次口試，面對考試教授沉著冷靜，媽媽祝福你順利口試過關。
完成學校的理論學業之後，進入社會保持初心，成為對社會有貢獻的人。"
M645_13,台灣較為開放和自由，而馬來西亞則可能在某些社會規範上比較保守，尤其是對待家庭和婚姻的方式。這樣的文化差異可能會讓來自馬來西亞的女性感到陌生或不太適應。
C18_16,想跟我先生說：親愛的老公，希望您能尊重我的意志，不要過多干涉我的自由，理性平靜溝通，不要帶著情緒說教！
C86_16,爸爸媽媽好嗎?好想回去看看你們。有時間要多跟我視訊跟我聊聊天喔，有時間的話我會帶著孩子跟丈夫回去吃飯。
C68_13,如往常一般，工作穩定，家庭生活幸福美滿，心情愉快，雖然夫妻偶爾會鬥嘴，但這是感情好的象徵，跟小孩關係也很好，什麼事都會互相分享，沒有隔閡。
M631_16,今天過的好嗎？有沒有天天笑口常開?平安健康就是福氣，最近天氣多變化，在家或出門都要穿暖暖點，好好照顧自己不要感冒了！要常常看綠色植物唷！
C201_16,媽媽，我好想你。這邊都沒有什麼家鄉味，一開始覺得還好，久了就想回家。好像吃家鄉菜，想吃媽媽煮的料理。
C120_13,最近重回學校學習，課業壓力有點大，但與同學的相處還算不錯，大家都會互相幫忙，有問題不懂或是困難，提出都能夠得到幫助，總體來說有朋友在身旁是件很棒的事情。
C88_13,這兩個月，我的心情有時候起伏不定。有時感到比較平靜，忙碌的生活讓我把注意力集中在當下，完成工作或是解決問題時會覺得有成就感；但是也有時候會覺得有些疲憊，面對挑戰或壓力時，情緒會變得有些沉重。總體來說，我覺得自己在努力調適和接受生活中的各種情緒起伏，盡量保持積極和正向的心態，但偶爾也會感到些微的焦慮和不安。
C56_16,在台灣我沒有可以交心的台灣朋友，沒有可説的內容，身邊的人都家常理短，社團的伙伴都客客氣氣，我只有跟家人講，我欣賞瓊瑤不是指她的才氣，單純指在變老的路上
I533_16,感謝我的男朋友，他一直在支持我，希望我的未來會更好。
C49_13,認為大陸的人不諒解我，中國台灣的人也沒辦法真正接納我，不知道自己真正的定位是什麼，不知道該怎麼做會比較好，也不知道該怎麼辦。
V460_16,奶奶，我這段時間特別想你，想回去陪你吃你做的飯，真懷念那味道，也謝謝妳這麼多年對我的照顧，你的愛真的讓我特別幸褔
V408_13,現在心情是開心的，每天沒有什麼煩腦，只要顧好小孩，打掃家裡做簡單的工作賺錢就可以，所以不用每天想東想西
C235_13,這種歡樂的心情像是音符在空氣中跳動，每一個笑容、每一個溫暖的擁抱都讓我的心更加輕盈。無論是小小的驚喜，還是簡單的快樂，都讓我充滿感激。整個人就像飄在雲端一樣，心裡只有快樂和滿足。
C149_13,"到台灣後的生活,自己覺得不錯,在很多方面的學習和認識也學的很快,也有家人一起生活很好.也有認識朋友,能一起聊天很好"
I558_13,剛離婚還沒1年，帶兩個小孩，已經有低收入戶，但還是在經濟上會擔心，因為現在什麼都貴，要租房子，孩子補習，不知道可以嘗多久。孩子的權利還是排第一，在台看到很多新住民的家庭離婚，問了好幾位新住民他們不想再找第二次婚姻。希望政府有辦法幫新住民的經濟與教育，讓新住民有能力在社會競爭。
V394_16,感謝丈夫的愛護與照顧，對於家庭全心投入，很認真工作，很認真加班，讓家庭經濟能有很大改善，真的非常感謝他對家庭的付出.
C282_13,跨年將至，心情充滿期待與感慨。過去一年經歷了忙碌與挑戰，但也有不少收穫和成長。現在期待著與親朋好友一起迎接新的一年，感受熱鬧與溫暖的氛圍。希望在跨年的時刻能放下疲憊，迎來新的希望，許下美好的願望，期待未來的日子更加幸福與充實。
V362_16,想跟我們的父母說，我很想他們，但也很謝謝他們讓我來台灣工作，體會到不同國家的生活，雖然有辛苦也有開心，但還是很感謝有這個工作經驗。
V322_16,我想跟我老公說話，我覺得我很幸運能與他成為夫妻，我們有共同努力目標，有工同的信仰。彼此相愛、比此扶持，老公讓我很放心。
C314_16,和媽媽說，身體要照顧好，天氣冷要穿保暖衣，不要感冒了，我想吃媽媽做的辣麵，希望能快點回去吃，好想念的味道
C160_16,老公呀：我知道你上班很辛苦很累，你也很顧家愛家，如果可以希望你放假時多多陪伴孩子，他們很愛爸爸你的阿！然後你也要身體健康！
C97_16,希望老闆過年後能幫我加薪，這不僅能激勵我繼續努力工作，還能讓我更有動力面對挑戰。適當的回報能增強工作滿足感，也有助於提升工作表現，對公司與個人都大有益處。
C253_16,婆婆我知道我們有時候意見不合，但我一直希望能與建立更好的關係，我尊重您的看法也願意學習更多，請給我一些理解與包容
C242_13,生活在台灣是很不錯的地方，我覺得在來台灣有一個幸福的家庭很重要，有一個愛自己的老公，有自己的小孩，就很幸福美滿
C46_16,目前身為兩個孩子的媽媽，我們最常聊天的主題是從小孩開始，正處青春期的孩子我們很重視他的心理狀態及學習狀態，聊天的過程中會互相分享經驗及遇到的問題，希望能互相學習參考，一起共好！
M626_16,"我會說關於學習、上課，活動、計畫、問題解決，下一次要做什麼？要旅行嗎？如何做、行程如何安排，要一起學習嗎？一起完成嗎？

"
V485_13,回娘家吃媽媽煮的大餐是我最開心的時刻之一。媽媽的手藝總是讓我無比懷念，每一口都充滿了家的味道和溫暖。和家人圍坐在一起，聊著生活的點滴，讓我感受到深深的愛與關懷。這樣的時光讓我放鬆、充電，也讓我更加珍惜與家人共度的美好時光。
V470_13,"完成了一些計劃中的事，感覺很有成就感，對生活充滿感恩，忙了一整天雖然累，但覺得生活還是很充實,心情覺得滿足"
V402_16,最近有發現自己的缺點，但無法改進，想聽聽你的想法和指導方向，為何同樣的事情你心態比我穩重多了，我很會慌張，一恐慌我就亂了節奏和步調，老師及朋友有建議，但我總是左耳聽右耳出， 還是找不出自己的sop 
C211_13,因為結婚所以來到這個寶島，來到這裡之後才知道香港物價如此的高，很高興來到這裡，台灣人很有人情味，東西也好吃。
C122_13,心情還可以，部分時候會焦慮，另一半太難溝通，在不受他影響時心情都是愉悅的，但就感覺自己是偽單親，這時候會覺得結婚是為了什麼？
C205_16,媽媽，雖然您已經離開，我的心中依然充滿對您的思念。每當想起您溫暖的笑容和無微不至的關愛，心中既感到溫暖又有些酸楚。謝謝您教會我堅強與愛，我會繼續帶著您的精神勇敢前行。希望您在另一個世界安詳平和，永遠是我心中最深的牽掛與最愛的人。
V439_13,很幸運遇到了善良的人，讓心情很好，它不是一瞬間的情感，而是對他人善意與幫助的深刻回應，這是生命中美好相遇的珍惜與回報。
V339_16,我要跟丈夫說家庭小孩的事情，在家中不要一直囤積自己的東西，不要那麼懶散一天到晚都在看電視，該做的事趕快做，上班工作要加油。
V496_13,每天都希望小孩可以乖一點，早一點起床讀書。
I557_13,我的心情還可以，這兩個月我想很多可以讓自己平靜，想想每個人都不容易，這跟生怎麼樣才能讓自己更上一層，所以要不斷的學習
C61_16,親愛的朋友，最近我覺得生活中壓力有點大，有時候感到無助，但也很感謝有你陪伴著我。每次跟你聊天，我的心情都會好很多，讓我找到面對困難的力量。希望未來我們能一起努力，迎接更好的生活
M627_13,最近這兩個月，參加很多新住民活動，也努力在不斷的成長和進步中，在過程中與自己的夥伴們互相討論如何呈現出來。還沒開始前，心情是興奮，很期待，很開心有這些機會去做。在辦理和參與活動的當天，心情是開心的，吃到想吃的美食，忙碌又充實的過完每場活動。事後雖然因忙碌而疲累，有時遇到一些不順遂的事，會有點沮喪和努力解決和改進它，快速調整好心情。運氣爆棚，抽獎還拿到獎。常常與自己同鄉或不同國家的新住民分享好康，這種分享的美好，我很喜歡，喜樂無比！
V419_16,我想要跟我遠在越南的親人說愛你，我雖然離開了家鄉來台灣，每天還是很想念你們，現在科技也很進步，可以視訊聊天
V456_13,心情很激動，想要去完成目標，親友的激勵是一股溫暖而強大的力量，為我指引方向，讓我相信即使面對困難，也能一步步走向成功，
V419_13,每天輕輕鬆鬆的過每天，能跟家人每天生活在一起都是最開心的一件事情，而且還有愛我的人，我愛的人一起度過，都是很開心的
M628_13,我不喜歡太濕冷的天氣，但我住在竹東鎮，所以只要進入冬天就會容易感到不開心。然後對於飲食習慣，我的閩南胃也一直適應不了客家料理。所以選擇自己下廚，但家人也不捧場，所以我連買菜錢都是自付。
V352_13,我的生活很安閒、平安、快樂，與孩子和學生一起快樂學習，成為善良的人並幫助更多的人。
V371_16,"媽媽我好想你們，希望家人們平平安安，順順利利，我在這裡一切安好，請您們放心！媽媽我好想你們，希望家人們平平安安，順順利利，我在這裡一切安好，請您們放心！"
C229_13,遠離家鄉的大陸新娘可能會感到孤獨，缺乏親朋的支持。心理健康問題往往被忽視，而在生活中感受到的壓抑和不安，可能導致一些情感和心理上的困擾
V400_13,最近有點想念家鄉的父親、母親，很久沒有回去越南探望父母，希望等經濟能力改善，能夠接父母過來台灣生活，這樣生活上比較能夠相互照顧
V466_16,對家人說：我很想念家鄉的一切，想念我們一起度過的時光。雖然這裡的生活已經越來越適應，但每當回憶起家鄉的味道和你們的笑容，心中總是充滿溫暖。
C253_13,最近很婆婆相處有些不順，意見不合時常讓我感到困惑跟壓力，雖然努力保持耐心的理解，但有時還是難以避免情緒波動，希望能找到更好的溝通方式。
V416_16,兒子，很高興你在巴黎買了房子。今年八月有史以來第一次去法國看你，在巴黎逗留18天，有你全程陪伴，走訪了很多名勝古蹟。真的很開心也很安慰看到你的成就！
M648_13,到目前為止還不錯。這裡的人都相當友善。一開始的那段時間有些掙扎，感到思鄉，也難以適應新環境，但大約五年後情況就有所改善。
V347_13,本人歴經越戰，也因南越淪陷，在越南過了六年共產黨打資產，清算的可怕經驗。逃難來到台灣，非常珍惜在台安居樂業的日子。現在擔任教職，工作穩定，兒子在國外就業，日子保持樂觀愉快。
V470_16,媽媽謝謝你一直這麼辛苦地照顧我真的很感激你的付出，我很愛你，雖然不常說，但我真的很珍惜和你在一起的每個時刻
C283_16,如果要跟某個人說話，我會對朋友說：「聖誕節快樂！感謝你一直以來的陪伴和支持，讓我感受到溫暖與快樂。希望這個節日能為我們帶來更多幸福與美好的回憶，新的一年也一起努力前行！」
C287_13,最近心情特好，每天都出門正能量，無論是工作還是生活中遇到挑戰，也能笑著面對，和家人朋友相處也算愉快，希望這份好心情能持續下去
V459_13,最近有點小煩心的事情，讓人感到沉悶與壓力。但會試著給自己一點空間，做些讓自己放鬆的小事，情緒只是暫時的，最終會帶來新的希望
C144_16,台灣的生活節奏相對較為悠閒，尤其是在人際互動上較為直接和親切。有些地方的生活壓力可能更大，尤其是在大城市中
C182_13,台灣這幾年很不景氣，東西又貴的可怕，賺不了什麼錢，全部拿去生活開銷，能存下來的錢沒幾個，不知道接下來要怎麼生活，走一步算一步吧
C44_13,大部份心情平靜無起伏；感覺疲累，想休息、運動、放鬆，但又放不下，總覺得睡不飽吃太多。
C312_13,新的一年即將展開，讓我們學會放下過去的錯誤和遺憾，繼續踏著微小而堅定的步伐向前邁進。讓愛、熱情與自由成為我們生活的主旋律。
V428_16,跟我的好朋友一起去吃飯聊天，說我們嫁來台彎生活過得很好，老公對我們也很好，我們去哪裡不知道，問她們也很好心跟我們講 
C9_13,我在最近兩個月內，有點焦慮，因為家裡的小朋友，輪流生病（又嘔吐，又咳嗽，又發燒），所以心情很不好，有活動也不能參加，有點失望。
I549_13,對於新住民二代的母語學習，感覺自己教有些無力，學校中學只開閩南語，想讓孩子在學校多學一些，沒有機會，請政府多想想
I517_16,在工作跟同事會說工作方面的，跟客人會比較聊輕鬆話題，跟家人會聊工作生活方面，跟朋友的話什麼都聊。因為我沒有跟兒子一起住，我自己一個人住，回到家沒有人可以聊天，偶爾傳訊息跟朋友聊天 
C233_13,這種開心的感覺就像一陣微風，輕輕拂過，讓人感到無比愉快。每一天都值得珍惜，今天的開心會一直留在心裡，成為美好的回憶。
C303_16,那時候反送中，台灣聲援很多，剛來台灣的時候，人生地不熟，朋友幫忙很多，幫我們安頓住處跟開店、幫忙跑流程，如果沒有她就沒有現在的穩定，非常感謝她的熱情幫忙
V387_16,小吃店老闆，剛開始沒錢吃飯，謝謝你都多煮牛肉麵還有很多的小菜，你很照顧我們家，謝謝你人好，很照顧我們，很謝謝你
P580_16,"如果我想和某人說話，那就是我的岳母。我想她這已經是她生病的第五年了。她總是進出醫院，我能感受到她有多害怕。我是基督徒，我想與她談論並分享《聖經》中所寫的內容。理解生命是如何進行的，會有一種平靜的感覺，了解我們都會死去，我們在地球上的生命都是暫時的。詩篇 46:1-3上帝是我們的避難所和力量，是我們在患難中隨時的幫助。因此，即使大地塌陷，高山墜入大海的深處，即使海洋的眾水咆哮、翻騰，群山因海水上漲而震動，我們也不會害怕。"
I569_13,"最近兩個月，我的心情大多穩定，但偶爾會感到壓力和焦慮。這可能是因為專注於一些重要的計畫和目標，比如學術研究和工作進展。我也試著保持正向的態度，透過運動和與朋友聊天來調節情緒。雖然有挑戰，但成長和收穫讓我感到滿足。"
C168_16,爸，你還好嗎 ，我真的好想你，自從你走了之後我每天都在想你，你可以來我身邊看看我嗎，你過的好嗎
C290_16,媽媽無論我現在身在何處，總是充滿對您的思念，家鄉的味道你的微笑還有溫暖的擁抱，時常在我腦海中，希望過一陣子我們就能趕快見面
C15_16,希望女兒工作順利，身體健康，萬事如意，最擔心女兒的問題，之前給詐騙過，對她婚姻交朋友也比較擔心，小朋友太單純了，其它沒有什麼擔心的
C145_16,台灣的生活環境比家鄉更舒適，尤其是在教育、醫療和公共設施方面，如果丈夫家庭以台語為主，很容易感到溝通壓力。
C259_13,心情經歷了不少波動。雖然工作壓力和生活挑戰時常讓我感到疲憊，但每當達成目標或與家人朋友共度時光時，心中又充滿了成就感與喜悅。雖然偶爾會感到迷茫或焦慮，但我學會了在困難中尋找學習和成長的機會，依然保持積極心態，期待未來的日子。
V475_16,媽媽我真的很佩服您，覺得您把這個家經營得很好，是我學習的榜樣，您經驗這麼豐富，以後還有很多需要向您請教的地方呢
