id,granularity,text,valence,arousal
AUG_0029,augment,孩子的作業我看不懂，老師傳訊息我也回不好，被暗示是我教養失職。我氣得手機都快捏碎，覺得自己什麼都做不好。焦慮像潮水淹過來，我坐在書桌前發抖，連呼吸都困難，好想大喊卻叫不出聲。,2.9,7.89
AUG_0030,augment,鄰居在背後說我是「買來的老婆」，我今天親耳聽到。我當場愣住，血往腦門衝，全身發燙。我明明也是認真過日子的人，憑什麼被這樣糟蹋？我氣到整夜睡不著，越想越覺得這裡沒有一處是我的容身之地。,3.11,7.55
AUG_0031,augment,去銀行辦戶頭，行員一看我的證件就皺眉，說要「特別審核」，語氣充滿不信任。我站在櫃台前手足無措，臉燙得發麻。前面本地人幾分鐘就辦好，我卻被刁難半天。那種被當成次等人的憤怒，讓我快窒息。,3.15,7.77
AUG_0032,augment,"先生答應要幫我把媽媽接來探親，結果一拖再拖，說沒錢。我今天才知道他偷偷買了新機車。我氣到摔了碗，手在顫抖。他根本不守信！我越想越心寒,胸口像壓了大石，整個人瀕臨崩潰邊緣。",3.22,7.28
AUG_0033,augment,工廠宿舍熱水器壞了三天沒人修，我反映卻被管理員罵多事。我大冬天只能沖冷水，冷到牙齒打顫。那一刻我又氣又委屈，恐慌地想我在這裡連基本的人都不算。我蹲在浴室哭，全身一直抖個不停。,2.63,7.35
AUG_0034,augment,小孩發高燒，我急著送醫卻攔不到車，中文又急得說不出來。我抱著滾燙的孩子在路邊崩潰大哭，心跳快到耳鳴。那種求助無門的恐慌，我這輩子都忘不了。我恨自己為什麼連救孩子都這麼無力。,2.81,7.27
AUG_0035,augment,公婆總把我當免費傭人，卻在親戚面前假裝對我很好。今天我聽到婆婆背後說我「懶又難搞」，我氣到胃絞痛。這種表裡不一讓我極度不適，我付出的一切被踐踏成這樣，我真的快撐不下去了。,3.35,7.8
AUG_0036,augment,居留證快到期，資料我準備好幾次都被退件，說我填錯。我又急又慌，怕逾期被遣返。我一個人蹲在文件堆裡發抖，越想越恐慌。如果被趕走，我的孩子怎麼辦？這種不確定感讓我心臟狂跳到快暈倒。,2.85,7.62
AUG_0037,augment,我在餐廳打工被客人潑了一臉湯，還被罵「外勞滾回去」。我當場僵住，眼淚混著湯汁往下流。全身在發燙、發抖，可我連為自己辯解的話都說不出。那股憤怒和屈辱堵在胸口，我氣到整個人快炸開。,2.92,7.83
AUG_0038,augment,先生外遇被我發現，還理直氣壯說要離婚娶別人。我腦袋轟的一聲，全身冰涼發抖。我為這個家放棄了故鄉、放棄了一切，換來的是背叛。我氣到想以牙還牙，可我什麼都沒有，只剩滿腔絕望和恐慌。,2.97,7.31
AUG_0039,augment,孩子越大越不想跟我說話，嫌我丟臉、講話有腔調。今天他甩門大吼「你根本不懂台灣」，我心碎成一片片。我養他這麼辛苦，卻被當成累贅。我坐在地上發抖大哭，那種被至親嫌棄的痛，讓我幾乎崩潰。,2.8,7.55
AUG_0040,augment,仲介突然說要把我調到更遠的工廠，還要扣一筆錢，我一句都無法反抗。我氣到全身發麻，卻只能吞下去。護照在別人手上，我像被牽著走的牲畜。那種毫無尊嚴的恐慌與憤怒，讓我半夜驚醒、心跳失控。,2.81,7.57
AUG_0041,augment,今天婆婆又當著全家人的面說我是外面來的，講話口音討人嫁，我整個手都在抖。越想越氣，明明我這麼努力學中文，煮飯洗衣照顧全家，換來的卻是這種羞辱。我把自己關在房間裡快喘不過氣，心臟狂跳，覺得自己在這個家根本就是多餘的，隨時會崩潰。,3.32,7.42
AUG_0042,augment,仲介答應幫我辦居留證，結果又爽約了！我打電話過去他就不接，我的證件卡在那邊快過期，一想到可能被遣返我就手腳發冷。整晚睡不著，腦子裡全是最壞的畫面，焦慮到胃在絞痛，我到底該相信誰？在這裡我連一個能求助的人都沒有。,2.78,7.9
AUG_0043,augment,孩子在學校被同學笑說媽媽是越南來的、講話怪怪的，他回家哭著問我為什麼跟別人不一樣。我聽了心整個揪起來，火氣衝上腦門！我恨不得衝去學校理論。可是我又怕給孩子添麻煩，只能咬著牙，眼淚一直掉，氣到全身發抖。,3.01,7.17
AUG_0044,augment,老公說要跟我離婚，理由是我「融不進台灣」。我簡直不敢相信！這些年我放棄故鄉、放棄一切嫁過來，換來一句嫌棄？我坐在地上大哭，胸口悶得快炸開，腦袋一片空白。我以牙還牙的念頭都冒出來了，可是我什麼都沒有，我該怎麼辦？,2.64,7.19
AUG_0045,augment,工廠領班今天當眾把我罵到臭頭，說我動作慢、拖累大家，還把我的班降級。我明明每天做到最晚！委屈跟憤怒堵在喉嚨，我手在發抖卻一句都不敢頂嘴。深怕丟了工作沒錢寄回家。我躲在廁所裡快喘不過氣，覺得自己被踩在腳底。,3.1,7.73
AUG_0046,augment,半夜發高燒去看醫生，護士講的話我一句聽不懂，一直重複問只換來不耐煩的眼神。我又急又怕，眼淚在眼眶打轉。人在異鄉生病是最無助的時候，沒人陪、沒人懂我，我坐在冰冷的候診椅上，心慌到整個人都在顫抖。,2.94,7.15
AUG_0047,augment,過年了，看著別人一家團圓，我卻只能對著手機螢幕看故鄉的爸媽。他們老了好多，我卻回不去。特別想家的時候，心像被撕裂一樣痛。我一個人躲在陽台哭到崩潰，胸口極度不適，覺得自己被困在這座島上，孤單得快要瘋掉。,2.91,7.9
AUG_0048,augment,銀行說我的證件不符，不肯讓我開戶領薪水，講半天他們就是一副懷疑我的態度。那種不信任的眼神刺得我好痛！我又氣又急，聲音都在發抖。錢領不出來要怎麼過日子、怎麼寄回家？我站在櫃檯前腦袋轟轟作響，快要撐不住了。,3.02,7.88
AUG_0049,augment,鄰居又在背後說我壞話，說我一定是為了錢才嫁來的。我路過聽到整個人愣住，火氣直往上衝！我做錯什麼了要被這樣糟蹋？我把買菜的袋子摔在地上，氣到手都在抖，回家後把門用力甩上，眼淚止不住，覺得自己在這裡永遠是外人。,3.29,7.11
AUG_0050,augment,老公一家假裝對我很好，背地裡卻把我當免費傭人使喚。今天我終於發現他們私下講我的難聽話，那一刻我全身發冷。原來這些年的笑臉都是假的！我氣到快窒息，胸口悶得受不了，越想越怕，我到底把青春交給了什麼樣的人？,3.18,7.65
AUG_0051,augment,孩子的作業我看不懂，老師傳來的訊息我也讀得很吃力，回覆慢了還被暗示我不夠關心小孩。我急得眼淚直流，恨自己中文學不好。深夜對著課本一個字一個字查，焦慮到心臟狂跳，覺得自己連當個媽媽都不合格，快要崩潰了。,3.03,7.31
AUG_0052,augment,雇主答應的薪水又縮水了，說什麼扣這扣那，我算了半天根本不對！我去問他就翻臉。我一個外籍勞工能怎麼辦？投訴怕被解雇遣返，忍氣吞聲又不甘心。我氣到整晚睡不著，胃痛到冒冷汗，那種被欺負卻無處申冤的感覺讓我快瘋了。,3.11,7.19
AUG_0053,augment,今天在市場買東西，老闆聽出我口音就故意抬價，還一臉不耐煩要我快點。我當下火氣整個上來，手都在抖！為什麼我就要被這樣對待？我把錢摔在攤子上轉頭就走，走到巷口忍不住蹲下來哭，委屈和憤怒把我整個人淹沒。,2.95,7.46
AUG_0054,augment,居留延簽的資料被承辦人說少了一份，來回跑了三趟都被打回票，每次講法都不一樣！我快被逼瘋了，時間一天天逼近，我怕逾期被抓。坐在辦公室外面我手心全是汗，腦子一片混亂，心跳快得像要跳出來，焦慮到整個人在發抖。,3.36,7.8
AUG_0055,augment,婆婆生病住院，全家理所當然把照顧的責任丟給我，我請假被扣薪還被念不夠孝順。我明明累到快垮了！那些不公平的話像刀子一樣刺進來，我氣到說不出話，只能在病房外的走廊崩潰大哭，胸口悶得幾乎喘不過氣。,2.81,7.5
AUG_0056,augment,老公說好接我下班卻又爽約，讓我一個人在陌生的路口等到天黑。手機沒電、語言不通，路人的眼神讓我害怕。我又急又氣，心跳快到胸口發痛。那一刻我覺得自己被全世界拋棄，站在路燈下發抖，眼淚怎麼擦都擦不完。,2.74,7.83
AUG_0057,augment,過年回不去，媽媽在電話那頭說她身體不好、很想我，話還沒講完就掛了。我整顆心懸在半空，急得快發狂！買不起機票、又請不了假，我只能對著螢幕乾著急。那種無能為力的痛讓我整夜哭到崩潰，喘不過氣來。,3.3,7.34
AUG_0058,augment,同事聯合起來排擠我，把出錯都推到我身上，主管也只信他們。我百口莫辯，那種被冤枉的憤怒燒得我整個人發燙！我氣到咬牙握拳，指甲掐進手心。回到租屋處我崩潰大哭，越想越不甘心，覺得自己在這裡連做人的尊嚴都被踩碎。,3.11,7.59
AUG_0059,augment,孩子生病半夜送急診，我一個人抱著他語言又不通，護士問的問題我聽不懂急得結巴。看著孩子難受，我的手抖到簽名都簽不好。那種恐慌像要把我撕開，心臟狂跳、腦袋空白，我在急診室裡崩潰痛哭，覺得自己撐不下去了。,2.72,7.71
AUG_0060,augment,身分證遲遲辦不下來，找工作被拒、看病被刁難，連孩子的補助都領不到。每天被這些事逼得喘不過氣，我坐在堆滿文件的桌前，越想越恐慌，整個人在發抖。我到底要在這種不安裡熬到什麼時候？我真的快撐不住，快要崩潰了。,3.03,7.72
AUG_0061,augment,昨天婆婆又當著全家的面說我假裝聽不懂中文，其實是懶。我越想越氣，胸口悶到快炸開。我明明每天拼命學，為什麼還被當成討人嫁的外人？我一個人躲在廁所發抖，眼淚止不住，這種極度不適的感覺讓我喘不過氣。,3.02,7.1
AUG_0062,augment,仲介爽約了，說好幫我辦居留證的文件今天卻聯絡不上。我明天就要去移民署，證件一旦逾期我可能被遣返。我整個人恐慌到手一直抖，腦子一片空白，完全不知道該找誰求救，只能坐在地上崩潰大哭。,2.86,7.12
AUG_0063,augment,老公今天又提離婚，還說要把孩子留下、把我送回越南。我聽到那句話整個人都僵了，心臟狂跳。我為這個家付出這麼多，換來的竟是被當作可以隨時丟掉的東西，我氣到全身發燙，卻連反抗的力氣都沒有。,3.34,7.8
AUG_0064,augment,工廠領班故意把我的職務降級，薪水少了一大半。我去理論他還嗆我不爽就滾。我又急又怒，牙齒咬到出血。錢要寄回家給生病的母親，現在被這樣對待，我真的快撐不住了，整晚焦慮到睡不著。,3.27,7.35
AUG_0065,augment,孩子在學校被同學笑說媽媽是外籍的、講話怪腔怪調。他回家哭著問我為什麼不一樣。我聽了心像被撕裂，怒火和心疼同時湧上來。我恨不得衝去學校跟那些人以牙還牙，可我又怕害了孩子，只能無助地發抖。,2.65,7.8
AUG_0066,augment,中秋節全家在烤肉，只有我一個人縮在角落。想到家鄉的爸媽此刻也在看月亮，我鼻子一酸就崩潰了。這裡沒人真心把我當家人，那種被排除在外的孤單讓我極度不適，我越想越覺得自己像個多餘的存在。,3.36,7.17
AUG_0067,augment,我去醫院掛急診，肚子痛到冒冷汗，但護理師嫌我講不清楚，一直翻白眼。我又痛又急，眼淚直流，怕自己是不是得了重病沒人救。那種語言不通、無人理解的恐慌，讓我在候診椅上抖到不行。,2.99,7.16
AUG_0068,augment,老公答應要陪我去辦身分證面談，結果臨時爽約去喝酒。我一個人面對官員結結巴巴，緊張到全身冒汗。我對他早就不信任了，這個守信兩字對他根本不存在，我氣到想大吼，卻只能在心裡崩潰。,3.21,7.71
AUG_0069,augment,雇主扣了我三個月薪水說是保管費，我要走他就威脅報警說我逃跑。我又怕又恨，整夜睡不著。我離鄉背井是為了賺錢養家，不是來被當犯人的。想到家裡等錢用，我焦慮到胃絞痛，喘不過氣。,2.7,7.48
AUG_0070,augment,婆家親戚聚會又在議論我，說我嫁過來就是圖錢。我坐在那裡假裝沒聽見，指甲掐進手心。那種被當成貪財、討人嫌的屈辱，讓我全身發抖。我越想越委屈，回房後蒙著棉被崩潰痛哭了一整夜。,3.04,7.31
AUG_0071,augment,孩子月考成績退步，老師打電話來我卻聽不太懂，急得滿頭大汗。我怕耽誤孩子的教育，又怕別人笑我這個媽媽沒用。那種焦慮像石頭壓在胸口，我一整晚盯著聯絡簿發抖，恐慌得快要喘不過氣來。,3.3,7.44
AUG_0072,augment,老公家的人趁我不在把我房間的東西全翻出來檢查，說怕我偷藏錢。我回來看到一片狼藉，怒火直衝腦門。這是什麼家？把我當賊防！我氣到手抖，想大吼卻怕更難堪，只能在極度不適中默默發抖。,2.77,7.53
AUG_0073,augment,我懷孕了卻沒人陪我產檢，一個人在陌生的醫院裡迷路，緊張到快哭出來。想家的念頭排山倒海湧上，這裡連一個能依靠的人都沒有。我摸著肚子，焦慮和恐慌交織，覺得自己隨時都會崩潰。,3.18,7.26
AUG_0074,augment,仲介說好的工作是照顧老人，來了才發現要做全家的粗活還睡走廊。我覺得自己被騙得徹底，氣到發抖。護照被扣著我又不敢反叛，怕被送回去欠一身債。那種無路可走的恐慌讓我夜夜失眠。,2.85,7.9
AUG_0075,augment,過年時全家熱鬧圍爐，我卻連夾菜都被說沒規矩。我強忍著淚假裝微笑，心裡卻在淌血。想到自己的家鄉此刻也在過節，而我在這裡卻連一句溫暖的話都沒有，我越想越崩潰，胸口悶得快窒息。,3.12,7.45
AUG_0076,augment,老公說要跟我離婚，理由是我娘家一直跟他要錢。可那明明是他答應要幫忙的！我氣到全身發抖，覺得被背叛得徹底。我不信他曾經愛過我，這一切都是假裝。我一個人在異鄉，恐慌得不知該往哪去。,3.01,7.2
AUG_0077,augment,孩子生病發高燒，我半夜抱著他衝去醫院，卻因為健保資料卡住被擋在門口。我急到快瘋了，抱著孩子在櫃檯前崩潰大哭。這種孤立無援、語言又不通的恐慌，讓我覺得整個世界都在崩塌。,2.78,7.37
AUG_0078,augment,公司說要「革新」人力，第一個被裁的就是我這種外籍的。我氣到說不出話，明明我做得比誰都認真。房租、生活費、寄回家的錢瞬間全沒著落。我坐在路邊發抖，焦慮和絕望같時湧上，眼淚止不住。,3.07,7.28
AUG_0079,augment,婆婆把我煮的家鄉菜倒掉，還說難聞得討人嫌。那是我思鄉時唯一的慰藉啊。我當場愣住，眼淚在眼眶打轉，怒火和委屈同時炸開。我在這個家連做自己都不行，這種極度不適讓我崩潰到全身發抖。,2.78,7.16
AUG_0080,augment,我打電話回家報平安，媽媽卻哭著說爸爸住院了，而我卻困在這裡走不開。我握著手機整個人癱在地上，焦慮到心臟像被揪住。想回家卻怕丟了工作、丟了身分，那種撕裂般的恐慌讓我幾乎喘不過氣。,3.1,7.28
AUG_0081,augment,今天要去移民署辦延期居留，我一大早就出門，手裡緊緊抓著那疊文件。輪到我的時候，承辦員突然說我少了一張證明，我整個人愣住，心臟跳得好快。到底是哪裡出錯？我腦子一片空白，只能站在原地，坐立難安地翻著包包。,5.32,7.79
AUG_0082,augment,婆婆突然打電話來說她跌倒了，正在醫院。我聽到的瞬間手都在抖，鍋子還在爐上煮著，我卻完全不知道該先做什麼。老公還在上班，我用不太流利的中文叫計程車，一路上心裡七上八下，什麼都想不清楚。,4.66,7.29
AUG_0083,augment,孩子的老師傳訊息要我明天去學校一趟，說要談談孩子的狀況。我看著那則訊息，反覆讀了好幾遍，越讀越緊張。是不是他在學校闖禍了？還是被欺負？我坐在客廳沙發上，腿一直抖，怎麼都靜不下來。,5.14,7.27
AUG_0084,augment,工廠今天臨時說要加班到深夜，領班點名時直接叫到我，我心跳一下子加速。宿舍的門禁怎麼辦？回去會不會被鎖在外面？我站在生產線旁，手上的動作沒停，腦袋卻一直繞著這件事，整個人繃得很緊。,4.71,7.85
AUG_0085,augment,剛剛接到家鄉媽媽的視訊，畫面裡她瘦了好多，說最近身體不舒服。我盯著螢幕，喉嚨像被堵住，手心全是汗。隔著這麼遠的距離，我什麼忙都幫不上，只能坐在床邊，心裡翻來覆去地激動又慌亂。,5.06,7.48
AUG_0086,augment,去銀行開戶，行員一連串的中文我只聽懂一半，後面排隊的人越來越多，我感覺所有目光都聚在我身上。表格上的欄位我看不太懂，筆握在手裡遲遲寫不下去，越急越亂，額頭都冒汗了。,5.23,7.75
AUG_0087,augment,半夜孩子突然發高燒，全身滾燙，一直哭。我抱著他衝到急診室，掛號的時候手忙腳亂，健保卡差點掉在地上。我盯著護理師量體溫的動作，屏住呼吸，心臟跳得快要衝出來，什麼都聽不進去。,4.75,7.18
AUG_0088,augment,今天第一次自己一個人去菜市場，老闆說的價錢我聽不清楚，找的錢對不對我也不確定。旁邊的人一直催，我的手在錢包裡翻來翻去，越翻越急。走出市場時，我的背後都是冷汗，心還怦怦跳。,4.94,7.44
AUG_0089,augment,收到一封政府寄來的正式信件，紅色的字很醒目。我看不太懂上面寫什麼，只認得幾個詞，好像跟身分有關。我坐在桌前，把信翻來覆去看了好久，手指一直發抖，不知道這到底是通知還是警告。,4.97,7.68
AUG_0090,augment,公司要開會，主管突然點名要我上台報告，我的腦袋瞬間一片空白。中文的專業詞彙我還不熟，站起來的時候雙腳都軟了。所有同事都轉頭看我，我心跳快得幾乎聽不見自己的聲音，只能硬撐著開口。,5.14,7.89
AUG_0091,augment,過年第一次在婆家幫忙準備年夜飯，親戚一大群人湧進來，說話又快又熱鬧。我站在廚房裡手忙腳亂，深怕哪道菜做錯規矩。婆婆在旁邊看著，我的手一直在抖，緊張到連筷子都拿不穩。,4.68,7.42
AUG_0092,augment,仲介突然通知說我的合約可能要提前結束，叫我明天去談。我一聽整個人都慌了，這代表我可能要被送回去嗎？我坐在宿舍的床上，一夜都睡不著，腦子裡不停轉著各種可能，心跳快到胸口發悶。,4.87,7.79
AUG_0093,augment,孩子回家說在學校被同學笑我的口音，我聽了心裡一震，手裡的碗差點沒拿穩。我不知道該怎麼跟他解釋，也不知道要不要去找老師。整個晚上我坐立難安，一直在想這件事會不會影響他。,4.8,7.25
AUG_0094,augment,今天去醫院複診，醫生看著報告皺起眉頭，說有幾個數值不太好，要我再做進一步檢查。我聽不太懂那些醫學名詞，只覺得心臟一直往下沉，手緊緊抓著椅子，腦袋裡全是各種嚇人的猜測。,4.96,7.44
AUG_0095,augment,丈夫和他家人在客廳大聲爭執，聲音一波接一波，我完全聽不懂他們在吵什麼。我站在房門邊，手心冒汗，心跳加速，既想上前又不敢。那種被排除在外又坐立難安的感覺，讓我整個人都繃緊了。,4.82,7.3
AUG_0096,augment,第一次自己搭捷運去市區辦事，我盯著站名牌一站一站數，深怕坐過頭。人潮不斷擠上擠下，我被推得東倒西歪，緊緊抓著扶手。到站的廣播我一直聽不清楚，心裡越來越急，手都握出汗了。,5.34,7.45
AUG_0097,augment,房東突然來電說要收回房子，限我這個月底搬走。我握著手機愣了幾秒，腦中一片混亂，這麼短的時間我要去哪裡找住的地方？我在屋裡走來走去，坐也不是站也不是，心跳快得讓我喘不過氣。,5.29,7.54
AUG_0098,augment,孩子的聯絡簿上老師寫了一長串紅字，我一個字一個字慢慢認，越看越緊張。是不是我這個媽媽做得不夠好？我把簿子拿給丈夫看，手還在抖，整晚都在想該怎麼跟老師溝通這件事。,4.64,7.9
AUG_0099,augment,早上上工前，領班突然把我們幾個叫過去，說廠裡最近要裁人。我的心一下子懸了起來，手裡的手套捏得緊緊的。會不會有我？我一整天都心神不寧，機器的聲音在耳邊嗡嗡響，什麼都聽不進去。,5.27,7.88
AUG_0100,augment,今天去戶政事務所辦文件，排了很久終於輪到我，結果系統說我的資料有異常。承辦員一臉嚴肅地反覆核對，我站在窗口前，手緊緊扣著，心跳加速。到底哪裡出了問題？我腦中一片緊繃，說不出話。,5.34,7.78
AUG_0101,augment,今天要去移民署辦居留證延期，我一大早就醒了，心臟怦怦跳。文件我檢查了三次，還是有點怕漏掉哪一張。排隊的時候手心都是汗，坐立難安，深怕櫃檯說我少了什麼。輪到我時，我聲音都在抖，只希望這次能順利過。,4.73,7.49
AUG_0102,augment,孩子的老師突然打電話來，說想跟我談談他在學校的狀況。我握著手機，心一下子懸起來，腦中閃過各種可能。是不是他闖禍了？還是我哪裡沒做好？我還沒聽到內容就已經緊張得說不出完整的句子，整個人繃得緊緊的。,4.77,7.42
AUG_0103,augment,工廠突然宣布要臨時加班到深夜，領班一喊，大家都愣住了。我腦子嗡嗡的，明天一早還要送孩子上學，這下該怎麼安排？我站在機台前，手還在動，心卻亂成一團，一直反覆盤算時間，怎麼算都不夠。,4.65,7.4
AUG_0104,augment,超市收銀員用很快的中文問我問題，我一個字都沒聽懂，後面還排了一長串人。我整張臉發燙，手忙腳亂地翻錢包，心跳快得像要跳出來。那一刻我只想趕快結束，緊張到連自己母語的數字都差點忘了怎麼算。,5.39,7.31
